gene,factorName,resTime
YDR276C,Rap1,2.50608065672456
YDR299W,Rap1,0.990795793244615
YDR322W,Rap1,0.430333221331239
YDR325W,Fkh1,4.47156743742338
YDR325W,Rap1,3.47778586610737
YDR327W,Fkh1,0.982817197917029
YDR340W,Fkh1,0.759544267551973
YDR353W,Rap1,1.17339135512341
YDR365W-B,Rap1,1.35428176247865
YDR381C-A,Rap1,0.750735989306122
YDR381W,Rap1,0.722409214358777
YDR407C,Fkh1,0.18947393540293
YDR418W,Rap1,2.32691036395842
YDR442W,Fkh1,30.2003199414254
YDR442W,Rap1,18.4132650415729
YDR448W,Fkh1,0.271286614704877
YDR448W,Rap1,1.73723943363107
YDR450W,Rap1,2.00337374016793
YDR452W,Rap1,2.7777150093886
YDR461C-A,Rap1,1.55514576132021
YDR470C,Rap1,4.83112095189489
YDR500C,Rap1,1.75560456435127
YDR504C,Fkh1,5.63224649768499
YDR508C,Rap1,1.74981825814777
YDR524C-A,Rap1,0.399272951297462
YDR524W-C,Fkh1,2.61480980537273
YDR525W-A,Rap1,2.67646536860143
YDR538W,Fkh1,0.828158485237509
YDR543C,Fkh1,31.1679614671155
YDR543C,Rap1,2.20102075086738
YDR545W,Fkh1,0.693204820388928
YEL008W,Fkh1,22.5124872476673
YEL008W,Rap1,2.05252006262596
YEL017C-A,Fkh1,0.514407708309591
YEL017W,Fkh1,48.1107388688626
YEL017W,Rap1,2.20931281623557
YEL020C-B,Rap1,2.34043577222859
YEL030W,Fkh1,9.35270826821398
YEL034C-A,Fkh1,0.375489964615554
YEL034W,Rap1,4.01879608302148
YEL045C,Rap1,4.40574428936131
YEL052W,Rap1,0.57633650302887
YEL053W-A,Rap1,1.70712426805266
YEL054C,Rap1,2.85856881861546
YEL056W,Rap1,1.45264805658278
YEL060C,Rap1,1.10837658442033
YEL065W,Rap1,11.7300254316148
YEL069C,Rap1,0.440076212864369
YEL072W,Rap1,1.02744678824558
YEL074W,Rap1,4.93208593518891
YEL077W-A,Fkh1,32.5388324639063
YEL077W-A,Rap1,0.91005900898017
YER017C,Rap1,0.73989077587612
YER026C,Rap1,0.475711012724787
YER032W,Rap1,12.1985971224615
YER034W,Rap1,2.58726953963233
YER067C-A,Rap1,1.20223551961392
YER069W,Fkh1,11.794357183685
YER069W,Rap1,0.951514942804351
YER074W,Rap1,3.88038394893969
YER081W,Rap1,0.497464487561956
YER088W-B,Rap1,6.09699418436858
YER095W,Fkh1,0.563646841561422
YER117W,Rap1,2.3312274134156
YER121W,Rap1,0.470500626601279
YER124C,Fkh1,49.1069030601146
YER131W,Rap1,1.96027184729164
YER137C,Rap1,2.38224506259006
YER137C-A,Fkh1,0.0856120649259537
YER145C-A,Rap1,2.27898131214879
YER147C,Rap1,0.56019195006229
YER158W-A,Rap1,1.25174478440859
YER168C,Rap1,2.63200194713268
YER174C,Rap1,10.4166167936951
YER177W,Rap1,1.30291161585241
YER178W,Rap1,1.00849364671321
YER185W,Fkh1,0.667426514672115
YER190C-B,Rap1,1.54762392239595
YFL007W,Rap1,0.279573498759419
YFL008W,Fkh1,2.81096310645113
YFL015C,Fkh1,0.925644748611376
YFL015C,Rap1,6.12289508364211
YFL017C,Fkh1,0.933034127345309
YFL021W,Rap1,3.90655162041146
YFL032W,Fkh1,13.7235983269717
YFL032W,Rap1,1.26572572496184
YFL034C-A,Rap1,2.60407152276273
YFL063W,Fkh1,36.616908172468
YFL063W,Rap1,1.95324470200761
YFL065C,Fkh1,0.000238896580412984
YFL065C,Rap1,1.12298216539534
YFL067W,Rap1,1.06814876459105
YFR012W,Fkh1,0.515063329832628
YFR017C,Rap1,2.67074676856515
YFR019W,Fkh1,0.743974646320567
YFR023W,Fkh1,24.6704663933267
YFR031C-A,Rap1,2.68383261093978
YFR032C-A,Rap1,2.51959870299235
YFR032C-B,Fkh1,0.619159240042791
YFR033C,Rap1,3.06306893128413
YFR051C,Fkh1,64.1878747231346
YFR057W,Rap1,1.35187692346278
YGL006W-A,Fkh1,0.608937452547252
YGL007W,Rap1,2.16817088498436
YGL012W,Rap1,2.05709163691767
YGL021W,Fkh1,12.2561281765973
YGL030W,Rap1,3.70682423151634
YGL031C,Rap1,1.14540340644657
YGL034C,Rap1,1.95879368690646
YGL039W,Rap1,0.322033904027194
YGL057C,Rap1,0.28791968501173
YGL065C,Fkh1,0.73985527921468
YGL071W,Rap1,0.390022895298898
YGL072C,Rap1,3.29370581506626
YGL101W,Fkh1,0.962608013767749
YGL103W,Fkh1,7.47232427351408
YGL103W,Rap1,3.66116132200323
YGL115W,Rap1,2.23231630429021
YGL121C,Rap1,1.64599792317745
YGL123W,Rap1,3.44426306385301
YGL135W,Rap1,3.10419486096737
YGL145W,Fkh1,0.388945028651506
YGL146C,Rap1,1.16956161866912
YGL162W,Rap1,3.67429850883157
YGL166W,Rap1,1.15302490799
YGL181W,Rap1,1.65101447312576
YGL186C,Rap1,0.643864108016714
YGL187C,Rap1,0.979907589498907
YGL188C,Rap1,2.98219450212544
YGL209W,Rap1,1.32255092069037
YGL219C,Fkh1,0.216567310970277
YGL225W,Rap1,1.50083082241853
YGL250W,Fkh1,0.217157698236406
YGL257C,Fkh1,0.62624534452334
YGL258W-A,Rap1,3.46345461772708
YGR019W,Rap1,0.758270112564787
YGR027W-B,Fkh1,0.836801559431478
YGR031C-A,Rap1,2.38727991974937
YGR034W,Rap1,2.72223123754922
YGR039W,Fkh1,0.535789993824437
YGR067C,Rap1,3.10100495062581
YGR083C,Rap1,0.710277852602303
YGR085C,Rap1,1.96416143377317
YGR086C,Rap1,1.90463394101416
YGR092W,Rap1,0.966477383626625
YGR099W,Fkh1,0.00138084357604384
YGR099W,Rap1,3.67281090312274
YGR107W,Fkh1,8.96769956157916
YGR117C,Rap1,1.25267317315194
YGR121W-A,Fkh1,25.5800183410032
YGR121W-A,Rap1,4.87267832721464
YGR139W,Fkh1,2.49751853178598
YGR140W,Rap1,0.108488654484972
YGR142W,Fkh1,11.0592083027692
YGR142W,Rap1,1.07975673648827
YGR159C,Rap1,2.55609969621568
YGR161W-C,Rap1,3.75415229810836
YGR181W,Rap1,1.70020104166431
YGR192C,Rap1,1.85157919215652
YGR203W,Rap1,1.03934433333097
YGR211W,Fkh1,0.410635125823319
YGR213C,Rap1,2.15390990786159
YGR230W,Rap1,0.0554021787829697
YGR240C-A,Rap1,6.30656336257179
YGR249W,Rap1,1.74330072224461
YGR254W,Rap1,3.78681510900402
YGR260W,Rap1,0.58119775657542
YGR270W,Fkh1,10.3056684047887
YGR279C,Rap1,0.470092375297099
YGR280C,Fkh1,0.589678303571418
YGR281W,Rap1,0.365014120005071
YGR283C,Rap1,0.280124627286568
YGR296C-B,Rap1,1.36649817290616
YGR296W,Fkh1,11.078056261278
YGR296W,Rap1,1.24853684582737
YHL001W,Rap1,2.01687375198101
YHL015W,Fkh1,0.394973045215011
YHL015W,Rap1,1.9978707479876
YHL032C,Rap1,0.96368952607736
YHL033C,Fkh1,6.69840970660138
YHL035C,Rap1,9.68847559553472
YHL045W,Rap1,0.818569612922147
YHL048C-A,Fkh1,43.8756802578896
YHL049C,Rap1,1.11921728258048
YHL050W-A,Rap1,3.83471803177625
YHR001W,Fkh1,3.39823823270086
YHR007C-A,Fkh1,0.919203929137439
YHR007C-A,Rap1,2.65769099934052
YHR010W,Rap1,2.4615567140492
YHR021W-A,Rap1,0.86121069570072
YHR031C,Fkh1,7.65728917697103
YHR032W-A,Rap1,3.84763348370332
YHR045W,Rap1,0.524790602037683
YHR049C-A,Rap1,0.656810875283554
YHR060W,Fkh1,0.233523525530472
YHR070C-A,Rap1,4.09073911331363
YHR081W,Rap1,4.99857218096437
YHR096C,Fkh1,0.724497599992901
YHR096C,Rap1,2.38701223729662
YHR116W,Rap1,2.30334666054157
YHR122W,Rap1,0.229519372805953
YHR123W,Fkh1,0.903634525137022
YHR135C,Rap1,2.71407744833258
YHR136C,Fkh1,42.5742942483076
YHR141C,Rap1,3.65386440449306
YHR143W,Fkh1,26.9096725073752
YHR150W,Fkh1,15.8313260308804
YHR152W,Rap1,3.66489849119239
YHR164C,Fkh1,23.7731672454374
YHR173C,Rap1,5.44182754208619
YHR174W,Rap1,2.02425451834438
YHR175W,Rap1,15.6497217047416
YHR179W,Rap1,0.490750394994393
YHR193C,Rap1,2.59736236414488
YHR199C-A,Fkh1,0.603474084753543
YHR203C,Rap1,0.551250527845696
YHR204W,Rap1,1.60605432731833
YHR207C,Fkh1,1.97778364222274
YHR213W-B,Rap1,0.0227000112645328
YHR214C-E,Fkh1,10.2812275870656
YHR217C,Rap1,2.3615288905602
YHR218W,Rap1,2.15086421715974
YHR218W-A,Rap1,1.62866772350491
YHR219C-A,Rap1,9.4363074966188
YIL012W,Rap1,1.15880679812514
YIL018W,Rap1,4.53935178301571
YIL032C,Rap1,2.18512165192816
YIL047C,Rap1,4.49034044172787
YIL050W,Fkh1,0.21638541505672
YIL051C,Rap1,2.19877409050197
YIL054W,Rap1,2.97207562033865
YIL068W-A,Rap1,1.11673779192832
YIL077C,Rap1,2.40718369051475
YIL100C-A,Rap1,2.54809947462409
YIL121W,Rap1,1.89457353421049
YIL123W,Rap1,0.359785249689594
YIL133C,Rap1,2.18942513725581
YIL148W,Rap1,2.34172319319906
YIL150C,Rap1,0.409132091328502
YIL160C,Rap1,1.24304756313401
YIL163C,Rap1,0.292219521244988
YIL176C,Rap1,0.533828780753538
YIL177W-A,Rap1,4.71619266797882
YIR015W,Rap1,2.8025310643334
YIR016W,Fkh1,0.197410342283547
YIR039C,Rap1,1.64035906971878
YJL019W,Fkh1,0.764507758663967
YJL028W,Rap1,3.61038285827654
YJL033W,Rap1,0.581554221687838
YJL034W,Rap1,2.69684434494608
YJL035C,Rap1,5.98513349645771
YJL043W,Rap1,1.88975327232911
YJL047C-A,Rap1,6.21756779663399
YJL049W,Rap1,0.124895827146247
YJL052C-A,Rap1,5.02702058146272
YJL067W,Rap1,12.3073665080942
YJL075C,Fkh1,8.19965904130293
YJL077W-A,Rap1,4.30675364284095
YJL077W-B,Rap1,3.57392220082062
YJL082W,Rap1,0.385907175717875
YJL088W,Rap1,0.0842775232158601
YJL089W,Rap1,2.57179906843971
YJL091C,Rap1,6.36975523906511
YJL094C,Rap1,0.264966631308198
YJL099W,Rap1,1.26237358183003
YJL102W,Fkh1,53.7035224200217
YJL112W,Fkh1,35.7063387698535
YJL118W,Fkh1,5.47870813849025
YJL127C-B,Rap1,0.980278696399182
YJL133C-A,Rap1,4.64811842524099
YJL135W,Rap1,13.5443562143693
YJL136C,Rap1,5.35469654452782
YJL136W-A,Rap1,0.879265945171937
YJL150W,Rap1,0.418771624332294
YJL152W,Rap1,1.34059039785298
YJL159W,Rap1,11.5135798301606
YJL166W,Rap1,0.630726151634008
YJL172W,Rap1,2.81017448239102
YJL178C,Rap1,3.33694514245031
YJL187C,Fkh1,0.937385849654675
YJL190C,Rap1,3.50766614638226
YJL194W,Fkh1,12.8077104240684
YJL200C,Rap1,1.54597529192493
YJL207C,Rap1,0.513239527819678
YJL225W-A,Rap1,4.78381372486915
YJR001W,Fkh1,4.95985683547313
YJR026W,Fkh1,2.34859465813476
YJR053W,Fkh1,0.0802644665818661
YJR057W,Rap1,0.721887888619676
YJR058C,Rap1,3.23434507709993
YJR095W,Rap1,0.15283877030015
YJR104C,Rap1,0.259222670225427
YJR122W,Rap1,0.777886260068044
YJR123W,Rap1,2.43138787058078
YJR128W,Fkh1,0.817230444401503
YJR128W,Rap1,1.0843301570333
YJR130C,Rap1,0.0600483361631632
YJR132W,Rap1,0.1148325370159
YJR139C,Rap1,3.48359159443865
YJR145C,Rap1,1.86321278301913
YJR148W,Rap1,2.66389455773851
YJR149W,Rap1,1.98606131827104
YJR162C,Rap1,9.37991550757523
YKL009W,Rap1,1.66279653791608
YKL023W,Fkh1,4.36019934082266
YKL034W,Rap1,0.0996405873447657
YKL039W,Rap1,6.84763406360344
YKL044W,Rap1,1.39948871598321
YKL062W,Rap1,1.49440535386411
YKL065W-A,Rap1,0.0164481862448156
YKL068W-A,Rap1,0.930133691756055
YKL069W,Fkh1,0.778809498529881
YKL072W,Rap1,0.0838848403654993
YKL079W,Fkh1,0.324085952481255
YKL079W,Rap1,1.52318350754247
YKL082C,Rap1,0.447457330068573
YKL085W,Rap1,1.98605254993793
YKL086W,Rap1,1.56688122456258
YKL142W,Rap1,0.514157372061163
YKL148C,Rap1,2.69908465299338
YKL151C,Rap1,2.54314707161024
YKL152C,Rap1,1.8023678547802
YKL153W,Rap1,1.62475481515748
YKL156W,Rap1,1.75178181231515
YKL183C-A,Fkh1,0.94472032552585
YKL212W,Rap1,1.97048425170491
YKL217W,Rap1,0.542912817094475
YKL225W,Fkh1,35.6916742291309
YKL225W,Rap1,6.99558757644769
YKR016W,Rap1,4.86977626071838
YKR029C,Fkh1,0.187869044020772
YKR041W,Rap1,3.1889006802899
YKR067W,Rap1,0.650128671433777
YKR080W,Fkh1,31.7261122897656
YKR089C,Fkh1,0.135713797062635
YKR092C,Rap1,2.71474109939658
YKR094C,Rap1,2.00912321789129
YLL024C,Rap1,0.665807631798089
YLL026W,Rap1,0.142730664927512
YLL039C,Rap1,4.12431728280876
YLL043W,Rap1,1.18222270342845
YLL051C,Rap1,0.465662425151095
YLL065W,Fkh1,13.6925297863495
YLL065W,Rap1,3.38686565925867
YLL066C,Rap1,1.13961272125927
YLL066W-B,Rap1,4.22225958365991
YLL067C,Rap1,3.76326311136079
YLL067W-A,Rap1,1.57686833428434
YLR011W,Fkh1,37.973943294
YLR047C,Rap1,1.38319676428829
YLR075W,Rap1,2.62108560321451
YLR081W,Rap1,3.12649746203122
YLR094C,Rap1,1.21884929302707
YLR104W,Rap1,0.696956751402467
YLR110C,Rap1,0.659319650614634
YLR112W,Rap1,1.29079369407388
YLR114C,Rap1,1.87470772513207
YLR137W,Rap1,3.08006526147344
YLR138W,Rap1,0.407350709661841
YLR142W,Rap1,9.87132143049181
YLR151C,Rap1,0.306920220376924
YLR161W,Fkh1,0.19699448812753
YLR162W-A,Fkh1,3.42910063095992
YLR167W,Rap1,1.13083895590006
YLR180W,Rap1,0.672568153357133
YLR214W,Rap1,1.38576222924696
YLR224W,Rap1,0.8943934335839
YLR227W-B,Rap1,23.2608018725016
YLR235C,Rap1,0.392901856917888
YLR249W,Rap1,2.8392020944471
YLR257W,Rap1,19.510228089991
YLR264C-A,Fkh1,3.47602998019534
YLR264C-A,Rap1,1.09592684092815
YLR266C,Rap1,2.39859369654741
YLR268W,Fkh1,0.179555739276111
YLR279W,Rap1,1.52359755640495
YLR286C,Rap1,1.99471599396092
YLR287C-A,Rap1,1.81049716874082
YLR295C,Rap1,3.72925257984604
YLR299C-A,Rap1,1.20676819009155
YLR308W,Rap1,0.0728918248787522
YLR325C,Rap1,2.1591786901968
YLR327C,Rap1,2.95780410374137
YLR334C,Rap1,1.16521692519567
YLR340W,Rap1,0.320566200185567
YLR344W,Fkh1,25.1106666198418
YLR353W,Fkh1,0.116174670401961
YLR360W,Fkh1,0.186102156760171
YLR364C-A,Rap1,0.393829641165212
YLR369W,Rap1,8.01484777251268
YLR383W,Fkh1,0.729730096645653
YLR387C,Rap1,2.3456299038537
YLR390W-A,Fkh1,0.41187207121402
YLR390W-A,Rap1,1.35924314911973
YLR395C,Fkh1,7.00454615835663
YLR400W,Rap1,5.38534406303218
YLR401C,Rap1,9.99857862387415
YLR403W,Rap1,0.86202601599507
YLR406C,Rap1,3.29934706761249
YLR406C-A,Fkh1,2.89158779701151
YLR412C-A,Rap1,0.347911406541243
YLR436C,Rap1,0.00143389846198261
YLR437C,Fkh1,50.3408209278691
YLR438W,Rap1,5.65396556334938
YLR441C,Rap1,0.911284453701228
YLR448W,Rap1,2.03107909577993
YLR452C,Rap1,0.49091898300685
YLR462W,Rap1,3.68575280507941
YLR466C-B,Fkh1,32.8548340506064
YML007C-A,Fkh1,4.82254757095375
YML024W,Rap1,2.75199165852221
YML026C,Rap1,1.73372697176151
YML028W,Rap1,3.84865317160076
YML050W,Rap1,4.38652537897932
YML063W,Rap1,3.27625370393449
YML072C,Fkh1,7.20112646807228
YML073C,Rap1,0.173001179005951
YML081W,Rap1,0.906050957273692
YML088W,Fkh1,0.427494465606287
YML124C,Fkh1,48.6922856839117
YML132W,Rap1,0.596472046803683
YML133C,Rap1,2.47406919456068
YML133W-A,Rap1,2.45431070292917
YML133W-B,Rap1,5.85103391824196
YMR003W,Fkh1,0.794396977638826
YMR007W,Fkh1,0.769032425712794
YMR007W,Rap1,0.232934384606779
YMR015C,Fkh1,2.9716518217172
YMR015C,Rap1,2.49726613972577
YMR018W,Rap1,3.53585290090156
YMR031C,Fkh1,45.8912984497466
YMR031C,Rap1,2.74025567339564
YMR046W-A,Rap1,0.577048209030181
YMR050C,Rap1,2.96350924932437
YMR056C,Rap1,3.82181913088554
YMR070W,Rap1,2.91506347295746
YMR072W,Fkh1,0.316975237801671
YMR076C,Fkh1,13.0455794480557
YMR082C,Rap1,1.39097403671587
YMR086C-A,Rap1,1.53165852923024
YMR103C,Fkh1,7.43619462605101
YMR107W,Rap1,10.196898962423
YMR108W,Rap1,1.22320252609938
YMR117C,Fkh1,4.84202188662843
YMR122C,Rap1,2.00199318651799
YMR127C,Fkh1,9.91690171939884
YMR128W,Rap1,0.840877033304423
YMR135C,Rap1,2.8107696692755
YMR141C,Fkh1,3.1300982603587
YMR143W,Rap1,1.75966718728065
YMR145C,Fkh1,7.16761781617635
YMR175W-A,Fkh1,3.08600031073997
YMR182W-A,Rap1,0.895891189575195
YMR184W,Fkh1,0.74736111680977
YMR185W,Fkh1,0.917904034024104
YMR194C-A,Rap1,1.97140681432988
YMR194W,Rap1,1.10120926503626
YMR199W,Rap1,0.894142537843436
YMR206W,Rap1,2.09744054130076
YMR230W,Rap1,3.04670239312218
YMR240C,Rap1,1.82019093366962
YMR242W-A,Rap1,2.93410349433767
YMR243C,Rap1,1.50167360146859
YMR251W,Rap1,3.43784747276889
YMR251W-A,Rap1,2.00006332580347
YMR291W,Rap1,3.41166276930567
YMR295C,Rap1,0.248545180540532
YMR302C,Fkh1,0.784109382657334
YMR302C,Rap1,0.0836952936369926
YMR303C,Rap1,0.0486410746816546
YMR316C-A,Rap1,1.96873511837789
YNL003C,Rap1,0.230123331071809
YNL005C,Rap1,1.35467144564086
YNL006W,Fkh1,0.851930984994397
YNL008C,Rap1,0.76854715985246
YNL011C,Rap1,1.08044485099764
YNL014W,Rap1,0.150597600266337
YNL024C-A,Rap1,0.253002469427884
YNL031C,Rap1,3.34829604735482
YNL036W,Fkh1,28.5231621641926
YNL042W-B,Rap1,10.305262763356
YNL054W-A,Rap1,0.902805796358734
YNL066W,Rap1,0.575352881103754
YNL067W-A,Fkh1,19.1307314544445
YNL067W-B,Fkh1,8.18156196509682
YNL067W-B,Rap1,2.27880854292099
YNL069C,Rap1,3.47353609048869
YNL079C,Rap1,2.3277160549343
YNL088W,Fkh1,0.112308241659775
YNL093W,Rap1,0.893421786604449
YNL096C,Rap1,1.28600428018049
YNL101W,Rap1,1.47781369071109
YNL103W,Rap1,2.91232815795254
YNL125C,Rap1,0.811120785074309
YNL131W,Rap1,2.00668326124887
YNL150W,Rap1,2.57418288809082
YNL154C,Rap1,0.519560450455174
YNL166C,Rap1,0.177136411424726
YNL172W,Fkh1,5.12591567033205
YNL173C,Rap1,0.13650520821102
YNL176C,Fkh1,39.7330108890876
YNL178W,Rap1,0.0328091429546475
YNL186W,Rap1,2.1829500293498
YNL193W,Rap1,3.36526910470611
YNL201C,Rap1,0.165678247110918
YNL216W,Rap1,5.05607663072789
YNL217W,Rap1,2.16748740048477
YNL237W,Rap1,0.305143302539364
YNL241C,Rap1,2.05298887193381
YNL242W,Rap1,6.98907244476055
YNL245C,Fkh1,4.38875632610933
YNL251C,Rap1,2.17707333613611
YNL253W,Rap1,0.183287817519158
YNL268W,Rap1,2.05128076423459
YNL278W,Rap1,0.489342542830855
YNL282W,Rap1,0.416293604532257
YNL288W,Rap1,2.0717512380766
YNL289W,Fkh1,12.958918696582
YNL298W,Rap1,0.845393033931032
