"","gene","decay60","synthesis60","halfLife60","decay20","synthesis20","halfLife20"
"77","YDL083C",0.0026576791916218,1.07373920563276,0.011591519945423,NA,NA,NA
"78","YDR036C",NA,NA,NA,NA,NA,NA
"79","YDR057W",0.00124445344018835,0.0845642572965804,0.0247550775009768,0.000412890853812438,0.0763163782937655,0.0746118279777012
"80","YDR513W",NA,NA,NA,NA,NA,NA
"81","YDR487C",0.00138554180746542,0.365792542817084,0.0222342921680395,0.000429444587494273,0.333064002488075,0.0717357774561092
"82","YDR066C",0.00432920676270249,0.0559366663084407,0.00711597829506044,0.00116772079876547,0.0274315374267676,0.0263817698466867
"83","YDR352W",NA,NA,NA,NA,NA,NA
"84","YDR079C-A",0.00195197764252643,0.0869357595617153,0.01578222039385,0.000519253667348086,0.0643127438990165,0.0593285002984262
"85","YDR204W",0.00175521008630024,0.132668565287859,0.0175514837788769,0.000378064184451463,0.0847840722697615,0.0814849505062674
"86","YDR109C",0.00144185234373203,0.0722030774667621,0.0213659474162808,0.00111529309629928,0.0819608528203821,0.0276219241923409
"87","YDR466W",NA,NA,NA,NA,NA,NA
"88","YDR427W",0.00175274098412512,0.718681625482389,0.0175762087138031,0.00103159526915387,0.642792859624814,0.0298630114729857
"89","YDL044C",0.00217696646860911,0.117318071046297,0.0141511326896562,NA,NA,NA
"90","YDL079C",NA,NA,NA,0.000871867015618503,0.0887250411813198,0.0353339910862044
"91","YDR305C",0.00236517249108514,0.139725161059143,0.0130250717333879,0.000875517382659892,0.106807895446376,0.03518667015454
"92","YDR377W",0.00118722407025853,0.960176552059193,0.0259483800320115,0.000699706660123326,1.08579193507108,0.0440277949516588
"93","YDR416W",0.00130887041107762,0.149524734971717,0.0235367390824094,0.000418656145874102,0.123304850532545,0.0735843523660678
"94","YDR365C",0.000964644441553542,0.394061409776462,0.0319356438820157,0.000479512233287542,0.328313368928801,0.0642455796112015
"95","YDL233W",NA,NA,NA,NA,NA,NA
"96","YDR287W",0.00119950797733102,0.068572528492154,0.0256826481694321,0.000544923188347559,0.0544534232403947,0.0565337317570179
"97","YDR448W",0.00178479481891962,0.109197484608314,0.0172605506423801,0.00133118073380882,0.098792205282102,0.0231422680450573
"98","YDR180W",0.00244447071891504,0.184843413446601,0.0126025405499203,0.00165360390306873,0.191489944477622,0.0186299399155079
"99","YDR294C",0.00191269132272427,0.489051017411669,0.0161063842305415,0.000711999167570328,0.405644813578718,0.0432676648532413
"100","YDR198C",0.00109485418896434,0.0916855927927467,0.0281375745453016,0.000835553413337172,0.0929930095559297,0.0368696254081226
"101","YDL119C",0.00118103360825951,0.0442069766847491,0.0260843900992957,0.000811311055965494,0.0529333519448862,0.0379713072214439
"102","YDR501W",0.00163216430073206,0.0270057925089167,0.0188746570087353,0.000878380353203878,0.0168908312958447,0.0350719836183191
"103","YDR264C",0.0014758651988387,0.488617722781665,0.0208735468404975,0.000448142994926589,0.432083713836313,0.0687426596130689
"104","YDR343C",0.00171587625883065,5.67006459678752,0.0179538245836061,0.000556512028581418,4.40167918349949,0.0553564698983191
"105","YDR373W",0.00122970731748888,0.16216690344161,0.0250519297723041,0.000458266303896712,0.154078737343381,0.0672241033134377
"106","YDR354W",0.0030757002945108,0.611209397453783,0.0100161063850077,0.00278478890857342,0.615810782216254,0.0110624332290957
"107","YDR428C",NA,NA,NA,NA,NA,NA
"108","YDR316W",0.00116145959199289,0.131379774160983,0.0265239889278976,0.00119488529937647,0.156565065093673,0.0257820071719819
"109","YDL142C",0.00144587834751903,0.076146365735869,0.0213064545928642,0.00208560664068386,0.12003397581196,0.0147710218970719
"110","YDL112W",0.000802785477441145,0.375809362518064,0.038374562350598,0.000630598046197625,0.29629942253607,0.0488528969348649
"111","YDR545W",0.00117895244167714,0.375699065011952,0.0261304360287811,0.00098362755486821,0.386206831384986,0.0313193151266969
"112","YDL138W",0.00491465129510409,0.205257998659022,0.00626830664240794,0.00293959810530743,0.182412973383835,0.0104798480113995
"113","YDR284C",NA,NA,NA,0.00204679260519746,0.169996848648769,0.0150511298897564
"114","YDR050C",0.00107094610271639,2.23068595655995,0.0287657252592646,0.00160447684291793,1.48853249780204,0.0192003652119992
"115","YDL065C",0.00185115232178836,0.121852202360503,0.016641818717791,0.00148021256033247,0.133138808216809,0.0208122415548888
"116","YDR349C",NA,NA,NA,NA,NA,NA
"117","YDL234C",0.00171296981237147,0.37755443508725,0.0179842873678962,0.000589841861534224,0.267889730725759,0.052228475744481
"118","YDR118W",0.00109239921275733,0.0562089172844741,0.0282008088237823,0.000504457061470384,0.0541118352840151,0.0610687087389071
"119","YDR159W",NA,NA,NA,NA,NA,NA
"120","YDR111C",0.0015718873670647,0.171091943026826,0.0195984407049133,0.000693330197794626,0.117524809335638,0.0444327125173699
"121","YDR128W",0.00100072544679304,0.164228069225582,0.0307842090524864,0.000519201720732972,0.144734835290245,0.0593344361700676
"122","YDR065W",0.00147921096399094,0.0862469871045062,0.0208263338415929,0.000744441942433752,0.0860836077593532,0.041382060308835
"123","YDL004W",0.00118294436144894,0.673432350654413,0.0260422572372602,0.00161466492795129,0.821772641156932,0.0190792162664409
"124","YDR024W",5.208561509396e-05,0.00163401154679807,0.591459682345044,NA,NA,NA
"125","YDL171C",0.000549262717593901,0.657624380101743,0.0560870788630454,0.000257598559804387,0.463305522184008,0.119591279476149
"126","YDR083W",0.00197969846197576,0.345843682999179,0.0155612291214666,0.00327797056077463,0.500627476598551,0.00939805309018386
"127","YDR457W",0.00156154802661423,0.654747797949729,0.0197282061346617,0.00157011817737973,0.631936118792861,0.0196205239847811
"128","YDR206W",0.00100876092268713,0.261442983931532,0.0305389916137487,0.000468751249038917,0.224720454796658,0.0657204464444257
"129","YDR115W",0.00172677613595309,0.259932256728276,0.0178404951961049,0.000702957734010556,0.24532613650419,0.0438241730160083
"130","YDL232W",NA,NA,NA,NA,NA,NA
"131","YDR432W",NA,NA,NA,NA,NA,NA
"132","YDL072C",NA,NA,NA,NA,NA,NA
"133","YDL012C",NA,NA,NA,NA,NA,NA
"134","YDR482C",NA,NA,NA,NA,NA,NA
"135","YDL070W",0.00128428397480706,0.344566187172856,0.0239873283187605,0.000716598354963797,0.186020913216292,0.042989969408702
"136","YDR064W",NA,NA,NA,NA,NA,NA
"137","YDL135C",0.00132204360183075,0.161560191242741,0.0233022128132228,0.00142218842904247,0.178481579776971,0.0216613640844774
"138","YDL077C",NA,NA,NA,NA,NA,NA
"139","YDL033C",0.0023329535351103,0.151838370588241,0.0132049528182151,NA,NA,NA
"140","YDL031W",0.000860970128271681,0.399155558023904,0.0357811965207912,0.000661247668272732,0.35617566733007,0.0465885066009996
"141","YDR398W",0.00135505375847705,0.399519299235689,0.0227345529027892,0.00124740131913115,0.431601450826884,0.024696575902034
"142","YDR326C",0.00134119907529167,0.204617608344405,0.0229694024740661,0.00110045938045996,0.181495122724561,0.0279942557673901
"143","YDL052C",NA,NA,NA,NA,NA,NA
"144","YDR536W",0.00135507933612339,0.510285426050014,0.022734123779314,0.00188231475931772,0.211844184404092,0.0163663070725675
"145","YDR397C",0.00276435647997243,0.305873578921139,0.0111441999544599,NA,NA,NA
"146","YDL116W",0.00115843275530469,0.295746956288171,0.0265932927199707,0.000919056428404017,0.297217675325641,0.033519749610714
"147","YDR028C",NA,NA,NA,0.00362342973387993,0.970339079721295,0.00850203912336737
"148","YDL007W",0.000986259905184128,0.427760746049655,0.0312357231560259,0.00048991745922732,0.392352206571208,0.0628810849215432
"149","YDR236C",0.00171024690720691,0.115185285349221,0.0180129203733112,0.000481932262252076,0.0925376761635045,0.0639229696187187
"150","YDR011W",0.0047651420687586,6.06366838218768,0.0064649785701448,NA,NA,NA
"151","YDR155C",0.00311007706037319,1.50217006121721,0.00990539486970884,0.00155860869836094,0.897825240990427,0.0197654109017975
"152","YDR026C",0.00149416335041781,0.144010312924796,0.0206179206240104,0.00185070152613433,0.17359574162935,0.016645872347967
"153","YDL073W",0.000993972641100997,0.106999833174818,0.0309933493985269,0.000699082390388956,0.104293116785455,0.0440671110898383
"154","YDL115C",0.00191399950767258,0.10261416383835,0.0160953758006346,0.000991271863340718,0.085099360736359,0.0310777925789174
"155","YDL145C",0.0010318350611861,0.992142586235531,0.0298560714953874,0.000622893440073018,0.692983901968815,0.0494571613318139
"156","YDL104C",0.00170544031805862,0.110930267669363,0.0180636877362488,0.00045486043352716,0.0922250183529464,0.0677274589907375
"157","YDL149W",0.00171345768973146,0.0514201066990161,0.0179791666539767,0.00191084335909682,0.0782503390252996,0.01612196060528
"158","YDR231C",0.00147763425284594,0.28192107834338,0.0208485566024786,0.000815712557110006,0.298906892467624,0.037766417949191
"159","YDR045C",0.00131460443343136,0.181170501485695,0.0234340768787832,0.00110681938757825,0.199841062010812,0.0278333951356104
"160","YDL075W",NA,NA,NA,NA,NA,NA
"161","YDR415C",0.00166018216620333,0.0912929247981436,0.0185561211205342,0.00104910990932216,0.0908513294372909,0.0293644556061093
"162","YDR339C",NA,NA,NA,NA,NA,NA
"163","YDL213C",NA,NA,NA,NA,NA,NA
"164","YDR096W",NA,NA,NA,NA,NA,NA
"165","YDL019C",0.00101297326342897,0.322485308154471,0.0304119984904022,0.000701840491090232,0.22166562351463,0.0438939356581796
"166","YDL022W",NA,NA,NA,NA,NA,NA
"167","YDR391C",NA,NA,NA,NA,NA,NA
"168","YDR091C",NA,NA,NA,NA,NA,NA
"169","YDR240C",0.00112403341056803,0.0659077094240756,0.0274071402758854,0.000566726747409341,0.0601818411340131,0.0543587213750625
"170","YDR179C",0.000923045243891446,0.0373759842635574,0.0333748985351391,0.000588156105259958,0.0520843155051583,0.0523781715138427
"171","YDL165W",0.00136606998794213,0.159116889988886,0.0225512174560157,0.000500902133660291,0.146978674712779,0.0615021164575686
"172","YDL140C",NA,NA,NA,NA,NA,NA
"173","YDR120C",0.00106519036360624,0.407105896659462,0.0289211603960847,0.000464246330393619,0.289374486623568,0.0663581795726849
"174","YDR003W",0.00175375973922993,0.151811032012686,0.0175659987335248,0.00205620703406938,0.201088927987965,0.0149822176696145
"175","YDR499W",0.00147940238429134,0.0885273002764882,0.0208236391162616,0.000539421467495678,0.076145890105417,0.0571103361926667
"176","YDR166C",0.00200904216057417,0.254011562170171,0.0153339446840755,0.00173989496752497,0.208070885221784,0.0177059776211909
"177","YDL092W",0.0023920591971509,0.265259966139921,0.0128786701411539,NA,NA,NA
"178","YDL241W",0.00119564974634963,0.00582360999982486,0.0257655232665533,0.00174829876056657,0.00936998099941658,0.0176208678133686
"179","YDL082W",NA,NA,NA,NA,NA,NA
"180","YDR291W",0.00139127947021179,0.172122457622299,0.0221425975282523,0.000693940532211058,0.127588391720004,0.0443936330683306
"181","YDR475C",0.00192185336778763,0.228835916768932,0.0160296003194475,0.0014308595798194,0.192834949226861,0.021530094072619
"182","YDR244W",0.00140637065671794,0.200434682167489,0.0219049943989257,0.000925496569135159,0.174378167499599,0.0332864997943832
"183","YDR407C",NA,NA,NA,NA,NA,NA
"184","YDR382W",NA,NA,NA,NA,NA,NA
"185","YDL188C",0.00229107764608104,0.289081301897678,0.0134463104779165,0.0015379714528955,0.239929367899199,0.0200306327534371
"186","YDR405W",NA,NA,NA,NA,NA,NA
"187","YDR443C",NA,NA,NA,NA,NA,NA
"188","YDR059C",0.00253148467993733,0.0599252523173813,0.0121693572164863,0.00113970648175903,0.0568899449538519,0.0270302414273126
"189","YDR144C",NA,NA,NA,NA,NA,NA
"190","YDL157C",0.000694213820761604,0.0985331435950206,0.0443761567933389,0.00029583409565668,0.118374084757023,0.104134519348883
"191","YDL058W",0.001505775173618,0.284878409910742,0.0204589250095015,0.00113995361135801,0.274360416037027,0.0270243815636677
"192","YDL155W",NA,NA,NA,NA,NA,NA
"193","YDR147W",0.0013846977141867,0.0511200325045957,0.0222478458963254,0.000863061206333207,0.0368856590695911,0.035694503625188
"194","YDL191W",0.000552031222668957,0.811654693071119,0.0558057952035331,0.00138501329830574,1.35862212338435,0.0222427765826544
"195","YDL128W",0.00199756109266726,0.343513511631936,0.0154220771876794,0.000796163204102443,0.181591849630581,0.0386937517326609
"196","YDR310C",NA,NA,NA,NA,NA,NA
"197","YDL160C-A",0.000951627580105868,0.016428081757742,0.0323724763786192,0.00183549538821974,0.0287079261318591,0.0167837748631443
"198","YDR127W",0.00122773744300267,1.18549723014112,0.0250921249765556,0.001049608649037,1.02838439839984,0.0293505025768264
"199","YDR497C",0.00177182319947047,1.16097565042185,0.0173869161253937,0.000561008876997132,1.11917773083322,0.0549127520461272
"200","YDR201W",0.00125338429021911,0.0621365297733103,0.0245786879559775,0.000624051343244194,0.0560265861668084,0.0493653954786298
"201","YDR163W",NA,NA,NA,NA,NA,NA
"202","YDR363W-A",0.00195156161704704,0.37362778333714,0.0157855847794517,0.00109128542326415,0.428132829684054,0.0282295911788817
"203","YDL089W",NA,NA,NA,NA,NA,NA
"204","YDR385W",0.00135464932974531,5.06281926594593,0.022741340272919,0.0037697245828641,7.39523905869196,0.00817209339330942
"205","YDR331W",NA,NA,NA,NA,NA,NA
"206","YDR196C",0.00138497047040546,0.0834069873769898,0.022243464403397,0.000460285395770783,0.0686194514145136,0.0669292174839305
"207","YDR116C",NA,NA,NA,NA,NA,NA
"208","YDR001C",0.00149169748150406,0.294740452683533,0.0206520033319074,0.000987172036613354,0.194927010383775,0.0312068618393065
"209","YDL230W",0.00125885635569755,0.0524794702350149,0.0244718479743859,0.000566190722553616,0.0533468416615346,0.0544101839381562
"210","YDR160W",0.00121580409395594,0.15519875060269,0.0253384089684899,0.000454812298561404,0.106488060042997,0.0677346269123824
"211","YDR322W",NA,NA,NA,NA,NA,NA
"212","YDR040C",0.000720911821905117,0.940895160242438,0.0427327454234401,0.000668098386944507,0.4576752307483,0.0461107854175655
"213","YDR025W",NA,NA,NA,NA,NA,NA
"214","YDR046C",0.00109262713555182,0.453262816579632,0.0281949261150843,0.000525307477644289,0.367895775866192,0.0586447798085227
"215","YDL057W",0.00272510220166896,0.0624366310286783,0.0113047288058968,0.000951982413773432,0.0490687888860616,0.0323604101425676
"216","YDL248W",NA,NA,NA,0.00199853321374788,0.0593569688328001,0.0154145756229129
"217","YDR485C",0.00203472514666736,0.167238123976651,0.0151403944698267,NA,NA,NA
"218","YDR408C",0.00142745399646244,0.154357997052606,0.0215814600222253,0.00110431484565653,0.192579007105616,0.0278965201630562
"219","YDR038C",0.000955282538742755,1.08156856959311,0.0322486176694533,0.000766129753825046,0.667434403254707,0.0402106055852973
"220","YDL204W",0.0032469908897575,0.0859335324708767,0.00948772029370262,NA,NA,NA
"221","YDR019C",0.00190810611882997,0.183500812257714,0.0161450880819511,0.000580034751297959,0.296596166180264,0.0531115442467597
"222","YDR477W",NA,NA,NA,NA,NA,NA
"223","YDR514C",0.00128664160285033,0.135398037998995,0.0239433741999118,0.000796661504789282,0.144655855920047,0.0386695493293204
"224","YDR296W",0.00218550322749675,0.271780503735969,0.0140958571786257,0.00139606106755037,0.235367071891366,0.0220667577330806
"225","YDL216C",0.00182570819225535,0.0560475743129538,0.0168737487671365,0.000859944091747704,0.0460292854604023,0.0358238886153752
"226","YDL100C",0.00082386671659508,0.296046915222795,0.037392627639503,0.000439992661925729,0.299097039493693,0.0700160344115465
"227","YDL124W",NA,NA,NA,0.0033508023418442,0.695236683598104,0.00919378053832462
"228","YDL111C",NA,NA,NA,NA,NA,NA
"229","YDR324C",0.00115025815416348,0.686067093636741,0.026782284695581,0.000475133709585813,0.569162977766845,0.0648376251499283
"230","YDR436W",NA,NA,NA,NA,NA,NA
"231","YDR208W",NA,NA,NA,NA,NA,NA
"232","YDR386W",0.00118867671762209,0.0354949474124949,0.0259166692688718,0.00105134784268375,0.036430122844536,0.0293019494666776
"233","YDR504C",0.00180382758627439,0.047895943171494,0.0170784289987755,0.00196831504609301,0.0631866641289674,0.0156512248480593
"234","YDL220C",NA,NA,NA,NA,NA,NA
"235","YDR258C",0.00131279637805053,1.88787689281877,0.0234663515784273,0.000669980878300291,1.01246036562673,0.045981224772227
"236","YDR176W",0.00230266001259181,0.242769308780547,0.0133786756141845,0.00168474564343608,0.172239343401565,0.0182855741329529
"237","YDL099W",NA,NA,NA,NA,NA,NA
"238","YDR380W",NA,NA,NA,NA,NA,NA
"239","YDL110C",0.00238153849790805,0.276207313955332,0.0129355630342656,0.00160075105179116,0.288652316457899,0.0192450545784423
"240","YDR148C",0.00198731401070386,1.08941352392325,0.0155015972273596,0.00161452027225899,0.979296188039861,0.0190809257013021
"241","YDL201W",NA,NA,NA,NA,NA,NA
"242","YDL107W",0.00318764255864797,0.103663065347342,0.00966436505706786,0.00149204450603445,0.0653924207021732,0.0206472000222684
"243","YDR515W",0.00154618466200432,0.147854496555013,0.0199242316362686,0.000651389740528354,0.162108334059079,0.0472935624273604
"244","YDR133C",NA,NA,NA,NA,NA,NA
"245","YDR378C",0.00183653251403186,0.208450593166639,0.0167742967373815,0.000706830512555932,0.172600952669217,0.0435840570136424
"246","YDR473C",0.00216532413259241,0.103672201013928,0.0142272193315173,0.00113929787530753,0.0831577938195052,0.0270399357585953
"247","YDR268W",0.00138021969751533,0.0879596530234781,0.0223200273215038,0.000458639899582967,0.0585465000484919,0.0671693443728546
"248","YDR389W",NA,NA,NA,NA,NA,NA
"249","YDR165W",NA,NA,NA,NA,NA,NA
"250","YDL113C",0.00153557426720614,0.146230169914456,0.0200619025833703,0.000523973205650449,0.103500757625312,0.0587941158555564
"251","YDR086C",NA,NA,NA,NA,NA,NA
"252","YDL021W",0.00149580393965228,0.0362942235526294,0.0205953070061984,0.000646564521357532,0.016834107486006,0.0476465075651508
"253","YDR023W",0.000740005666045583,0.915259043344541,0.0416301425404521,0.000495421093111897,0.801361421284223,0.0621825388271504
"254","YDR394W",0.00226281712143261,0.851715418075686,0.0136142426475525,0.0014677476770039,0.696715531053703,0.0209889900293386
"255","YDR320C-A",0.00179572815521503,0.411446948808845,0.0171554593431938,0.00138923214397718,0.464751222255237,0.0221752293105059
"256","YDR003W-A",NA,NA,NA,NA,NA,NA
"257","YDR183W",NA,NA,NA,NA,NA,NA
"258","YDR245W",0.00111002848214517,0.401304556350458,0.0277529287344818,0.000686731813395322,0.381554245862506,0.0448596391739985
"259","YDL154W",0.00165176442190291,0.0582366282759746,0.0186506870772342,0.00150109355857192,0.0414356471941263,0.0205227323655481
"260","YDL184C",NA,NA,NA,NA,NA,NA
"261","YDR153C",NA,NA,NA,NA,NA,NA
"262","YDR434W",0.0013330523750526,0.242209734689349,0.0231097756807974,0.000385839480484543,0.194985242457041,0.0798428955987926
"263","YDL002C",0.00249802590304271,0.272107165214584,0.0123323546488033,0.00102347144705681,0.209477478493095,0.0301000496367631
"264","YDR225W",NA,NA,NA,NA,NA,NA
"265","YDR418W",NA,NA,NA,NA,NA,NA
"266","YDR224C",NA,NA,NA,NA,NA,NA
"267","YDR502C",NA,NA,NA,NA,NA,NA
"268","YDR447C",0.000817533747829992,1.52233755541399,0.0376822870493,0.000292092018215377,1.44573507502916,0.105468617548817
"269","YDL225W",0.00169596886693736,0.2303143123141,0.0181645677339887,0.00152305930779981,0.193541174397954,0.0202267509876043
"270","YDR357C",0.00148497274692566,0.134151031920643,0.020745526422622,0.000377963662358809,0.139387922217561,0.0815066220015999
"271","YDR370C",0.00132720307218209,0.0593087385171493,0.0232116260155802,0.00196655411559924,0.0660673774298314,0.015665239575079
"272","YDR298C",0.00117816262096145,1.37300241801649,0.0261479534404851,0.000770660866874439,1.3289711216759,0.0399741866784563
"273","YDR276C",NA,NA,NA,NA,NA,NA
"274","YDR406W",0.00155570081542759,0.129401246671043,0.0198023559881933,0.00076816883747707,0.0877638686547741,0.0401038676072816
"275","YDR383C",0.000508225856702881,0.022771575016113,0.0606158481547504,0.00108351779019517,0.0345528332838164,0.0284319663571658
"276","YDR375C",0.00363599281185056,0.233782509371353,0.00847266288806017,0.00173815442240169,0.136385814848657,0.0177237079520547
"277","YDL161W",NA,NA,NA,NA,NA,NA
"278","YDL051W",NA,NA,NA,NA,NA,NA
"279","YDR084C",NA,NA,NA,NA,NA,NA
"280","YDL056W",0.00201382419683999,0.245863118952453,0.0152975326280021,0.00317239248929128,0.318442131036249,0.00971082281344766
"281","YDR320C",NA,NA,NA,NA,NA,NA
"282","YDR221W",0.00127289820335443,0.177553924353868,0.0242018892610864,0.000517621987891967,0.13517066928442,0.059515519199021
"283","YDR456W",NA,NA,NA,NA,NA,NA
