"","TBP","TFIIA","TFIIB","TFIIE","TFIIF"
"YKR091W",2.9127527350411,3.013305939,2.914365999,8.77343409700929,5.99105896115469
"YBR060C",2.9127527350411,1.996369823,7.96465491268707,11.65067985,5.99105896115469
"YJL146W",2.9127527350411,2.0045273,7.144727114,8.77343409700929,5.99105896115469
"YHR101C",2.9127527350411,2.544638881,3.570286484,5.05098113,7.25829047
"YJL001W",2.9127527350411,3.432504718,7.96465491268707,8.77343409700929,5.99105896115469
"YBR150C",2.9127527350411,5.019432966,3.769551388,4.452739741,5.99105896115469
"YPR122W",2.9127527350411,9.811545549,7.96465491268707,8.77343409700929,5.99105896115469
"YPR010C",2.9127527350411,3.472111083,7.750633149,8.139357243,1.420974417
"YDR194C",2.9127527350411,2.766658855,2.42526379,11.15454979,5.99105896115469
"YLR278C",2.9127527350411,1.881575962,7.301158667,12.40726978,5.99105896115469
"YKL175W",2.9127527350411,5.456352113,7.96465491268707,8.77343409700929,6.455830628
"YOL030W",2.9127527350411,2.469088167,7.96465491268707,8.77343409700929,5.99105896115469
"YNL173C",2.9127527350411,3.46717361,7.96465491268707,6.356042484,5.99105896115469
"YHL024W",2.9127527350411,6.802221232,7.96465491268707,8.101450772,5.99105896115469
"YNR059W",2.9127527350411,3.4968479,9.689278015,11.7350891,5.99105896115469
"YNL144C",2.9127527350411,4.286274403,7.886951779,6.533718914,5.99105896115469
"YGL012W",2.9127527350411,4.722929426,7.96465491268707,5.313433327,5.99105896115469
"YKR080W",2.9127527350411,2.878225943,8.67925224,12.81880167,5.99105896115469
"YGR043C",2.9127527350411,9.155234339,13.89968483,8.77343409700929,1.293412905
"YER168C",2.9127527350411,1.523164547,7.96465491268707,6.591909338,2.726646226
"YHR080C",2.9127527350411,9.512400716,7.96465491268707,8.77343409700929,5.99105896115469
"YLR425W",2.9127527350411,1.344219788,5.399176075,5.277489915,5.99105896115469
"YPL157W",2.9127527350411,1.798602825,7.96465491268707,10.62977095,5.99105896115469
"YHR022C-A",2.9127527350411,3.943576084,7.96465491268707,6.840050908,5.99105896115469
"YDR277C",2.9127527350411,3.738823046,2.926041987,18.7192023,5.99105896115469
"YGR057C",2.9127527350411,2.5282493,7.96465491268707,8.77343409700929,5.99105896115469
"YNL029C",2.9127527350411,5.64912766,7.96465491268707,8.77343409700929,5.99105896115469
"YPL132W",2.9127527350411,2.942025729,7.96465491268707,8.77343409700929,5.99105896115469
"YBR126W-A",2.9127527350411,9.918050728,7.631006108,12.61368959,7.425348396
"YGR169C-A",2.9127527350411,3.735636033,7.96465491268707,16.41045349,2.436118472
"YMR251W-A",2.9127527350411,6.081279245,7.96465491268707,24.75179734,5.99105896115469
"YKL196C",2.9127527350411,1.875368307,5.828042975,6.723902531,6.221221213
"YOR158W",2.9127527350411,2.448427124,7.96465491268707,8.586039368,5.99105896115469
"YLR153C",2.9127527350411,2.183967288,7.96465491268707,8.77343409700929,5.99105896115469
"YMR105C",2.9127527350411,22.43338275,4.067863984,8.77343409700929,2.277244588
"YNL098C",2.9127527350411,4.911975253,8.026638628,11.81357812,5.99105896115469
"YGL197W",2.9127527350411,2.384790589,7.96465491268707,8.77343409700929,5.99105896115469
"YML100W",2.9127527350411,9.135221618,7.96465491268707,12.44081351,7.866194384
"YNL306W",2.9127527350411,3.756073868,3.191263781,8.77343409700929,6.974320079
"YDL047W",2.9127527350411,2.995443183,7.96465491268707,7.440831629,5.99105896115469
"YDR115W",2.9127527350411,1.755980428,1.679870524,2.964242928,2.251225012
"YDR405W",2.9127527350411,3.006686171,7.96465491268707,9.552304196,5.99105896115469
"YER155C",2.9127527350411,2.828739177,26.68001174,2.998274348,5.99105896115469
"YCL018W",2.9127527350411,1.943681975,7.96465491268707,8.77343409700929,5.99105896115469
"YGR281W",2.9127527350411,10.67111429,7.101937741,7.857734869,5.99105896115469
"YBR169C",2.9127527350411,10.65737817,7.96465491268707,5.930881239,5.99105896115469
"YCL035C",2.9127527350411,8.238953633,7.394361298,6.852444723,5.99105896115469
"YOL013C",2.9127527350411,6.533126805,7.96465491268707,11.97102688,5.99105896115469
"YOR181W",2.9127527350411,2.291057259,7.96465491268707,10.08900343,5.99105896115469
"YCR028C",2.9127527350411,1.624327748,7.96465491268707,8.590474175,5.99105896115469
"YOR141C",2.9127527350411,2.537398408,5.244073379,10.67947093,1.192419472
"YCR009C",2.9127527350411,2.085080827,7.96465491268707,6.616087323,5.99105896115469
"YIL035C",2.9127527350411,1.699409227,7.96465491268707,10.01729162,6.606269152
"YDR531W",2.9127527350411,4.188541351,7.96465491268707,3.078151977,5.99105896115469
"YOR109W",2.9127527350411,8.134403281,7.96465491268707,10.32207274,5.99105896115469
"YOR262W",2.9127527350411,3.0717443,7.96465491268707,15.5518267,5.99105896115469
"YER047C",2.9127527350411,6.726771258,7.96465491268707,9.119450666,5.99105896115469
"YDL230W",2.9127527350411,2.431205404,7.96465491268707,10.75684862,5.99105896115469
"YKR014C",2.9127527350411,2.023009703,7.96465491268707,7.369492183,2.28274834
"YMR303C",2.9127527350411,8.037082799,7.96465491268707,8.77343409700929,5.99105896115469
"YLR258W",2.9127527350411,14.62746692,4.83690717,5.66191379,5.99105896115469
"YNL322C",2.9127527350411,8.625990528,7.96465491268707,7.022888246,5.99105896115469
"YGR116W",2.9127527350411,4.275648073,7.96465491268707,9.180395065,5.99105896115469
"YER093C",2.9127527350411,1.481298415,7.96465491268707,3.024916972,5.99105896115469
"YLR007W",2.9127527350411,4.988829173,4.886115569,6.360921793,5.99105896115469
"YIL101C",2.9127527350411,11.73524376,7.96465491268707,8.77343409700929,5.99105896115469
"YMR071C",2.9127527350411,4.246983249,7.96465491268707,13.26829292,5.99105896115469
"YMR165C",2.9127527350411,3.680263468,7.96465491268707,4.058060518,5.99105896115469
"YOL038C-A",2.9127527350411,2.854480197,7.96465491268707,5.21770435,5.99105896115469
"YAR015W",2.9127527350411,6.398545754,4.069330134,7.480866777,5.99105896115469
"YHR174W",2.9127527350411,4.409428943,7.96465491268707,8.77343409700929,5.99105896115469
"YLR407W",2.9127527350411,1.996620855,7.96465491268707,8.77343409700929,5.99105896115469
"YNL287W",2.9127527350411,5.122219687,7.96465491268707,11.46891028,5.99105896115469
"YOR208W",2.9127527350411,2.123272649,7.96465491268707,8.77343409700929,5.99105896115469
"YOR223W",2.9127527350411,3.303014627,7.96465491268707,28.58211466,2.310733629
"YNL277W",2.9127527350411,10.74447922,7.96465491268707,8.77343409700929,5.99105896115469
"YER172C",2.9127527350411,2.642055866,7.96465491268707,7.986822866,5.99105896115469
"YER009W",2.9127527350411,1.743480665,1.399226175,13.0318853,5.99105896115469
"YER148W",2.9127527350411,2.454174636,7.96465491268707,8.77343409700929,5.99105896115469
"YGR125W",2.9127527350411,4.939865658,2.703832816,7.39143438,5.99105896115469
"YIR017C",2.9127527350411,6.243552697,7.96465491268707,11.22814575,5.99105896115469
"YGR155W",2.9127527350411,2.404158997,7.96465491268707,11.48113622,5.99105896115469
"YML052W",2.9127527350411,3.464727852,3.141486768,8.77343409700929,7.89345441
"YDL056W",2.9127527350411,7.235482503,7.96465491268707,4.404076769,2.134029621
"YGR244C",2.9127527350411,3.918142696,7.96465491268707,9.05134077,5.99105896115469
"YCR019W",2.9127527350411,6.643547689,1.721799018,1.869758771,5.99105896115469
"YDR254W",2.9127527350411,3.71053608,7.96465491268707,13.3872741,5.99105896115469
"YOR025W",2.9127527350411,1.904419575,5.177414952,10.17752398,7.679968964
"YKL020C",2.9127527350411,2.57925858,7.96465491268707,7.037230783,5.99105896115469
"YMR021C",2.9127527350411,2.108316283,4.632505819,4.059833528,5.99105896115469
"YPL177C",2.9127527350411,3.736451286,7.96465491268707,15.67287778,5.99105896115469
"YGR296W",2.9127527350411,6.098885394,1.675220863,1.53557915,5.99105896115469
"YDR078C",2.9127527350411,7.726054755,7.96465491268707,6.948447858,5.99105896115469
"YKL117W",2.9127527350411,1.951018332,7.96465491268707,7.925304213,5.99105896115469
"YKR013W",2.9127527350411,1.855796218,7.96465491268707,6.656493173,5.99105896115469
"YLL043W",2.9127527350411,2.172149916,7.96465491268707,7.52311709,5.99105896115469
"YKL116C",2.9127527350411,10.31024422,7.96465491268707,8.77343409700929,5.99105896115469
"YCL014W",2.9127527350411,3.54223177,2.27346273,8.77343409700929,5.99105896115469
"YPL228W",2.9127527350411,6.433377955,6.096825731,11.26899047,2.052107802
"YDL215C",2.9127527350411,8.109335584,4.969836452,11.39454083,5.99105896115469
"YGR231C",2.9127527350411,3.155348776,7.96465491268707,7.243195246,5.99105896115469
"YOL060C",2.9127527350411,8.98611391,24.39989894,8.587051252,5.99105896115469
"YCL057C-A",2.9127527350411,2.725718847,5.012293808,13.83372566,5.99105896115469
"YCR004C",2.9127527350411,4.191913961,7.96465491268707,8.77343409700929,5.99105896115469
"YNL160W",2.9127527350411,5.209414336,7.907034719,10.12889089,1.842199387
"YOR157C",2.9127527350411,2.448427124,7.96465491268707,8.586039368,5.99105896115469
"YPR151C",2.9127527350411,3.807114826,5.520449173,9.55966243,5.99105896115469
"YJL122W",2.9127527350411,2.018249646,7.96465491268707,7.716613665,5.928545672
"YMR122W-A",2.9127527350411,1.876525711,3.147597254,8.77343409700929,7.325231769
"YOR099W",2.9127527350411,1.865082028,7.96465491268707,8.77343409700929,6.65387013
"YDR313C",2.9127527350411,1.947118692,7.96465491268707,2.52451487,5.99105896115469
"YIL102C-A",2.9127527350411,1.972803117,6.508754804,12.09035579,5.99105896115469
"YBR135W",2.9127527350411,4.547220966,5.768294719,8.77343409700929,5.99105896115469
"YGR031W",2.9127527350411,4.713109787,7.96465491268707,7.326856805,5.99105896115469
"YGR054W",2.9127527350411,3.410538179,7.96465491268707,18.0889162,5.99105896115469
"YKR061W",2.9127527350411,2.838350841,7.96465491268707,15.61177723,5.99105896115469
"YBR069C",2.9127527350411,2.527231779,7.96465491268707,14.15233293,5.99105896115469
"YLR225C",2.9127527350411,2.761532827,7.96465491268707,7.62819099,5.99105896115469
"YJR066W",2.9127527350411,12.16712977,4.468355342,5.840423928,6.984210774
"YIL094C",2.9127527350411,3.537072574,7.96465491268707,9.788568485,5.906099204
"YPL283C",2.9127527350411,3.953954377,2.001953698,1.989937585,5.99105896115469
"YPL242C",2.9127527350411,2.70468316,1.628181681,8.77343409700929,5.99105896115469
"YGL219C",2.9127527350411,4.74955893,7.96465491268707,5.590098054,5.99105896115469
"YLR346C",2.9127527350411,9.268760177,7.96465491268707,8.77343409700929,5.99105896115469
