"","L2","L4","L6","L8","U2","U4","U6","U8","T2","T4","T6","T8"
"YDR527W",1541.56702435222,1154.80980323347,575.355644199007,1288.73691257047,4.42260380167023,11.1666450997149,3.46635469474414,8.7836291644226,111.941468045189,51.510948808263,61.0364210352606,80.0944747957667
"YDR333C",1356.94821904058,1211.93820339343,801.245850928409,1221.93413524501,1.26360108619149,11.1666450997149,8.08816095440299,1.84918508724686,150.449333052733,118.631276043272,102.983261829041,136.344029614168
"YDL093W",1036.67472634777,859.64640240701,518.218709555687,668.027773254673,17.0586146635852,65.0292861689277,23.6867570807516,16.1803695134101,134.329761654226,116.28986927926,84.3960389623356,79.4830665912189
"YDL043C",640.948330614554,493.752601382507,320.232587186976,499.629105413391,5.05440434476597,9.85292214680723,1.15545156491471,0,56.418499894775,36.6820393028539,37.9279817955735,52.581105591114
"YDR139C",734.863114186129,606.649201698618,431.848924629739,520.504973327599,54.3348467062342,131.372295290763,45.0626110316738,60.5608116073348,419.108856361186,213.848484446425,158.744930429155,171.194297273395
"YDR322C-A",5540.97223072294,6263.72101753842,3961.05121329616,4733.25511841488,701.930403379375,1726.23196012063,377.254935944654,594.513005549867,2829.88031218237,1944.14808305126,1307.13388916665,1298.01961825506
"YDL130W-A",580.746546273801,480.150601344422,209.94501566615,356.281479069159,15.7950135773937,32.8430738226908,6.93270938948828,13.8688881543515,38.5078650075449,51.510948808263,25.3690474261783,30.5704102273919
"YDR210W",442.282442290068,416.221201165419,387.999649205797,669.419497782287,8.84520760334046,5.91175328808434,3.46635469474414,5.08525898992888,21.4927618646762,14.0484405840717,27.6296556126694,26.290552795557
"YDR260C",421.412490385273,352.291800986417,255.123057012031,421.692531867012,1.26360108619149,3.94116885872289,1.73317734737207,4.16066644630544,42.0899919849909,42.1453217522152,31.6485146108759,41.575757909253
"YDL017W",508.905750293835,466.548601306336,309.602459811475,371.590448872912,1.89540162928724,1.31372295290763,0.577725782457357,1.38688881543515,73.4336030376437,45.2671974375644,53.6266497573174,62.3636368638794
"YDR073W",403.753300311986,393.097801100674,519.547475477625,634.626384591939,3.79080325857448,2.62744590581526,1.73317734737207,2.7737776308703,25.9704205864837,10.9265648987225,43.7050916054952,28.7361856137484
"YDL069C",459.941632363356,470.629201317762,252.465525168155,423.084256394626,3.79080325857448,7.22547624099197,2.88862891228678,1.38688881543515,65.3738173383901,42.9257906735525,39.6862326072888,49.5240645683748
