"","cluster","TF","overlap","TFtargetYes_clusterNo","clusterYes_TFtargetNo","neither","p","FDR","logFDR"
"1","1","Aap1",0,13,99,1317,1,1,0
"2","1","Abf1",9,242,90,1235,0.985487953908902,1,0
"3","1","Ace2",0,25,99,1316,1,1,0
"4","1","Aco1",0,3,99,1318,1,1,0
"5","1","Acs2",6,79,93,1312,0.502949776061175,1,0
"6","1","Ada1",0,42,99,1314,1,1,0
"7","1","Ada2",21,128,78,1305,0.000294320222590046,0.0429830158407547,1.36670311613522
"8","1","Ade12",0,2,99,1318,1,1,0
"9","1","Adr1",0,6,99,1318,1,1,0
"10","1","Aft2",0,11,99,1316,1,1,0
"11","1","Ahc1",0,7,99,1318,1,1,0
"12","1","Aor1",0,33,99,1310,1,1,0
"13","1","Apc5",0,18,99,1316,1,1,0
"14","1","Arg81",0,2,99,1317,1,1,0
"15","1","Arg82",0,23,99,1316,1,1,0
"16","1","Aro3",0,1,99,1318,1,1,0
"17","1","Aro4",0,3,99,1318,1,1,0
"18","1","Aro80",0,2,99,1318,1,1,0
"19","1","Aro9",0,5,99,1318,1,1,0
"20","1","Arp4",0,1,99,1318,1,1,0
"21","1","Arp5",0,2,99,1318,1,1,0
"22","1","Arp6",0,10,99,1318,1,1,0
"23","1","Arp7",1,77,98,1302,0.996148173498422,1,0
"24","1","Arp8",0,5,99,1318,1,1,0
"25","1","Arr1",0,1,99,1317,1,1,0
"26","1","Arx1",0,7,99,1318,1,1,0
"27","1","Asf1",0,2,99,1318,1,1,0
"28","1","Asf2",0,25,99,1317,1,1,0
"29","1","Asg1",1,105,98,1310,0.999411868350576,1,0
"30","1","Ash1",0,35,99,1314,1,1,0
"31","1","Ask10",0,7,99,1318,1,1,0
"32","1","Azf1",0,17,99,1317,1,1,0
"33","1","Bas1",1,40,98,1312,0.947112336590158,1,0
"34","1","Bcy1",0,60,99,1318,1,1,0
"35","1","Bdf1",54,580,45,1093,6.7213742924659e-05,0.0117792084475465,1.92888389277581
"36","1","Bdf2",50,221,49,1255,2.65234255509268e-15,1.03294007284443e-12,11.985924873822
"37","1","Bdp1",0,16,99,1317,1,1,0
"38","1","Bem4",0,5,99,1318,1,1,0
"39","1","Bim1",0,2,99,1318,1,1,0
"40","1","Bmh1",0,3,99,1318,1,1,0
"41","1","Bre1",0,46,99,1318,1,1,0
"42","1","Bre2",0,20,99,1318,1,1,0
"43","1","Brf1",0,9,99,1318,1,1,0
"44","1","Brn1",0,20,99,1315,1,1,0
"45","1","Bud22",0,1,99,1318,1,1,0
"46","1","Bud6",0,5,99,1318,1,1,0
"47","1","Bur2",14,237,85,1293,0.684856161746774,1,0
"48","1","Bur6",39,370,60,1220,0.000394547632364363,0.0564444674055957,1.2483786204879
"49","1","Bye1",0,189,99,1262,1,1,0
"50","1","Cac2",0,2,99,1318,1,1,0
"51","1","Cad1",0,32,99,1315,1,1,0
"52","1","Caf130",0,7,99,1318,1,1,0
"53","1","Caf16",0,1,99,1318,1,1,0
"54","1","Caf4",0,7,99,1318,1,1,0
"55","1","Caf40",0,6,99,1318,1,1,0
"56","1","Cam1",0,3,99,1318,1,1,0
"57","1","Car1",0,1,99,1318,1,1,0
"58","1","Car2",0,3,99,1318,1,1,0
"59","1","Cbc2",9,164,90,1300,0.788367688422687,1,0
"60","1","Cbf1",1,94,98,1298,0.998828890979835,1,0
"61","1","Cca1",0,62,99,1316,1,1,0
"62","1","Ccl1",83,592,16,1153,3.45554313082176e-23,1.73023981050432e-20,19.7618936996684
"63","1","Cdc26",0,8,99,1318,1,1,0
"64","1","Cdc28",0,1,99,1318,1,1,0
"65","1","Cdc36",0,4,99,1318,1,1,0
"66","1","Cdc39",0,5,99,1318,1,1,0
"67","1","Cdc46",0,59,99,1310,1,1,0
"68","1","Cdc47",0,5,99,1318,1,1,0
"69","1","Cdc53",0,4,99,1318,1,1,0
"70","1","Cet1",90,2076,9,636,0.00023704742924495,0.036123966934937,1.4422045639135
"71","1","Cft1",2,161,97,1297,0.999838357930697,1,0
"72","1","Cha4",0,20,99,1317,1,1,0
"73","1","Chd1",0,20,99,1318,1,1,0
"74","1","Chz1",0,2,99,1318,1,1,0
"75","1","Cin5",0,112,99,1306,1,1,0
"76","1","Cka1",1,49,98,1314,0.971792913582036,1,0
"77","1","Cka2",0,35,99,1317,1,1,0
"78","1","Ckb1",0,2,99,1318,1,1,0
"79","1","Ckb2",0,21,99,1317,1,1,0
"80","1","Cks1",0,7,99,1318,1,1,0
"81","1","Cln1",0,6,99,1317,1,1,0
"82","1","Cmr3",0,37,99,1314,1,1,0
"83","1","Cpr1",0,2,99,1318,1,1,0
"84","1","Crz1",0,18,99,1316,1,1,0
"85","1","Cse2",0,40,99,1313,1,1,0
"86","1","Cse4",0,6,99,1317,1,1,0
"87","1","Csl4",0,2,99,1318,1,1,0
"88","1","Csn12",0,63,99,1317,1,1,0
"89","1","Csr2",0,2,99,1318,1,1,0
"90","1","CTDSer2",3,123,96,1305,0.991834939714469,1,0
"91","1","CTDSer5",79,626,20,1190,3.15550190052684e-19,1.30118048957018e-16,15.8856624573296
"92","1","CTDSer7",78,528,21,1193,1.47615919974783e-21,6.89858399348821e-19,18.1612400435996
"93","1","Ctk1",0,59,99,1318,1,1,0
"94","1","Ctk2",2,57,97,1316,0.917905270553605,1,0
"95","1","Ctk3",0,2,99,1318,1,1,0
"96","1","Ctr9",2,106,97,1315,0.995203765635578,1,0
"97","1","Cts1",0,7,99,1318,1,1,0
"98","1","Cup2",0,39,99,1316,1,1,0
"99","1","Cup9",0,20,99,1317,1,1,0
"100","1","Cyc8",0,82,99,1307,1,1,0
"101","1","Dal81",0,1,99,1318,1,1,0
"102","1","Dat1",4,115,95,1311,0.960095643448164,1,0
"103","1","Dbf4",0,9,99,1318,1,1,0
"104","1","Dbp2",1,45,98,1318,0.962294325740895,1,0
"105","1","Dbp3",0,3,99,1318,1,1,0
"106","1","Dcp1",0,1,99,1318,1,1,0
"107","1","Dcp2",0,2,99,1318,1,1,0
"108","1","Ddp1",0,22,99,1316,1,1,0
"109","1","Dep1",0,1,99,1318,1,1,0
"110","1","Dhh1",0,1,99,1318,1,1,0
"111","1","Dig1",0,46,99,1313,1,1,0
"112","1","Dot1",0,7,99,1318,1,1,0
"113","1","DOT5",0,1,99,1318,1,1,0
"114","1","Dot6",0,3,99,1318,1,1,0
"115","1","Dst1",7,93,92,1312,0.492387979924625,1,0
"116","1","Eaf3",0,8,99,1318,1,1,0
"117","1","Eaf5",4,54,95,1311,0.561185982652737,1,0
"118","1","Eaf6",7,8,92,1317,2.58635048887427e-05,0.00477113603342333,2.32137820077017
"119","1","Eaf7",0,19,99,1316,1,1,0
"120","1","Ecm22",0,28,99,1314,1,1,0
"121","1","Ecm5",0,6,99,1316,1,1,0
"122","1","Edc3",0,3,99,1318,1,1,0
"123","1","Eds1",0,3,99,1317,1,1,0
"124","1","Ela1",0,3,99,1318,1,1,0
"125","1","Elc1",0,7,99,1318,1,1,0
"126","1","Elf1",5,157,94,1309,0.982937997046215,1,0
"127","1","Elp2",0,4,99,1318,1,1,0
"128","1","Elp4",0,5,99,1318,1,1,0
"129","1","Elp6",0,7,99,1316,1,1,0
"130","1","Esa1",15,64,84,1305,0.0001391527600305,0.0221695647230411,1.65424283373428
"131","1","Esc2",0,37,99,1315,1,1,0
"132","1","Ess1",0,41,99,1316,1,1,0
"133","1","Fap7",0,2,99,1318,1,1,0
"134","1","Fcp1",0,2,99,1318,1,1,0
"135","1","Fhl1",27,107,72,1314,1.83446732120175e-08,5.14384636864971e-06,5.28871201097109
"136","1","Fkh1",3,196,96,1283,0.999866448320434,1,0
"137","1","Fkh2",1,67,98,1307,0.992141683370392,1,0
"138","1","Fpr3",0,3,99,1318,1,1,0
"139","1","Fpr4",0,5,99,1318,1,1,0
"140","1","Fra1",0,4,99,1317,1,1,0
"141","1","Fun30",2,47,97,1314,0.8583192694451,1,0
"142","1","Fzf1",0,42,99,1312,1,1,0
"143","1","Gal11",0,36,99,1312,1,1,0
"144","1","Gal3",0,2,99,1318,1,1,0
"145","1","Gal4",1,15,98,1317,0.684422371614017,1,0
"146","1","Gat1",0,2,99,1318,1,1,0
"147","1","Gcn4",1,23,98,1316,0.822054461732245,1,0
"148","1","Gcn5",5,37,94,1314,0.153554976705438,1,0
"149","1","Gcr1",2,82,97,1307,0.980936211736648,1,0
"150","1","Gdh1",0,19,99,1318,1,1,0
"151","1","Gis1",0,35,99,1315,1,1,0
"152","1","Gln3",0,38,99,1315,1,1,0
"153","1","God1",11,51,88,1296,0.00237800033179013,0.320572737035554,0.494073414790592
"154","1","Gpb2",0,3,99,1318,1,1,0
"155","1","Gpx2",0,3,99,1318,1,1,0
"156","1","Grs1",0,2,99,1318,1,1,0
"157","1","Gtr1",0,5,99,1317,1,1,0
"158","1","Gtr2",0,1,99,1318,1,1,0
"159","1","Gts1",0,41,99,1316,1,1,0
"160","1","Gzf3",0,60,99,1315,1,1,0
"161","1","H2B",0,5,99,1316,1,1,0
"162","1","H2BK123ub",2,25,97,1314,0.56557056088625,1,0
"163","1","H3",0,10,99,1316,1,1,0
"164","1","H3K27ac",0,40,99,1304,1,1,0
"165","1","H3K36me3",0,9,99,1317,1,1,0
"166","1","H3K4me3",33,2290,66,692,1,1,0
"167","1","H3K9ac",4,43,95,1306,0.402624550760904,1,0
"168","1","H4K12ac",0,130,99,1284,1,1,0
"169","1","Haa1",0,3,99,1318,1,1,0
"170","1","Hac1",0,6,99,1318,1,1,0
"171","1","Hal9",0,11,99,1317,1,1,0
"172","1","Ham1",0,7,99,1318,1,1,0
"173","1","Hap1",0,25,99,1313,1,1,0
"174","1","Hap2",0,17,99,1316,1,1,0
"175","1","Hap3",0,37,99,1312,1,1,0
"176","1","Hap5",0,30,99,1315,1,1,0
"177","1","Hat2",0,2,99,1318,1,1,0
"178","1","Hch1",0,2,99,1318,1,1,0
"179","1","Hcm1",0,1,99,1318,1,1,0
"180","1","Hda1",1,66,98,1313,0.991400450892527,1,0
"181","1","Hem2",0,17,99,1317,1,1,0
"182","1","Hhf1",0,6,99,1316,1,1,0
"183","1","Hhf2",0,13,99,1314,1,1,0
"184","1","Hho1",0,8,99,1318,1,1,0
"185","1","Hht1",0,5,99,1316,1,1,0
"186","1","Hht2",0,2,99,1316,1,1,0
"187","1","Hif1",0,2,99,1318,1,1,0
"188","1","Hir1",0,30,99,1317,1,1,0
"189","1","Hir2",0,10,99,1318,1,1,0
"190","1","Hir3",0,5,99,1318,1,1,0
"191","1","Hmo1",18,45,81,1315,4.27804273816011e-08,1.1132349587879e-05,4.95341316402476
"192","1","Hms1",0,3,99,1318,1,1,0
"193","1","Hms2",0,40,99,1315,1,1,0
"194","1","Hmt1",0,9,99,1318,1,1,0
"195","1","Hog1",0,2,99,1318,1,1,0
"196","1","Hom6",0,11,99,1317,1,1,0
"197","1","Hos1",0,6,99,1318,1,1,0
"198","1","Hos2",1,72,98,1316,0.994257914184547,1,0
"199","1","Hos3",0,4,99,1318,1,1,0
"200","1","Hos4",0,8,99,1317,1,1,0
"201","1","Hot1",1,12,98,1318,0.608368985754516,1,0
"202","1","Hpa3",0,9,99,1318,1,1,0
"203","1","Hpc2",0,28,99,1318,1,1,0
"204","1","Hpr1",0,10,99,1318,1,1,0
"205","1","Hpt1",0,2,99,1318,1,1,0
"206","1","Hrb1",2,142,97,1310,0.999450175339981,1,0
"207","1","Hrr25",0,2,99,1318,1,1,0
"208","1","Hsf1",2,71,97,1302,0.964407038760749,1,0
"209","1","Hsl7",0,8,99,1318,1,1,0
"210","1","Hst1",0,92,99,1314,1,1,0
"211","1","Hst3",0,27,99,1309,1,1,0
"212","1","Hta2",0,6,99,1316,1,1,0
"213","1","Htb2",0,6,99,1316,1,1,0
"214","1","Htl1",1,43,98,1305,0.95788429967754,1,0
"215","1","Htz1",17,3485,82,356,1,1,0
"216","1","Hxk2",0,7,99,1318,1,1,0
"217","1","Idi1",0,1,99,1318,1,1,0
"218","1","Ies1",0,7,99,1318,1,1,0
"219","1","Ies2",0,2,99,1318,1,1,0
"220","1","Ies3",2,75,97,1311,0.97094841398717,1,0
"221","1","Ies4",0,5,99,1318,1,1,0
"222","1","Ies5",0,3,99,1318,1,1,0
"223","1","Ies6",0,23,99,1316,1,1,0
"224","1","Ifh1",21,83,78,1314,1.2680426657412e-06,0.000286404578083505,3.54302004425345
"225","1","Iki1",0,6,99,1317,1,1,0
"226","1","Iki3",0,6,99,1318,1,1,0
"227","1","Ilv5",0,5,99,1318,1,1,0
"228","1","Imd2",0,5,99,1318,1,1,0
"229","1","Iml2",0,6,99,1318,1,1,0
"230","1","Ino2",0,11,99,1317,1,1,0
"231","1","Ino4",0,11,99,1317,1,1,0
"232","1","Ino80",0,5,99,1318,1,1,0
"233","1","Ioc2",0,6,99,1318,1,1,0
"234","1","Ioc3",0,5,99,1318,1,1,0
"235","1","Ioc4",0,8,99,1318,1,1,0
"236","1","Irc20",0,3,99,1318,1,1,0
"237","1","Irr1",0,4,99,1318,1,1,0
"238","1","Isw1",0,6,99,1318,1,1,0
"239","1","Isw2",0,3,99,1318,1,1,0
"240","1","Itc1",0,5,99,1318,1,1,0
"241","1","Iwr1",0,4,99,1318,1,1,0
"242","1","Iws1",5,177,94,1302,0.99315184018137,1,0
"243","1","Ixr1",0,9,99,1318,1,1,0
"244","1","Jhd1",0,2,99,1318,1,1,0
"245","1","Jhd2",0,5,99,1318,1,1,0
"246","1","Kae1",0,3,99,1317,1,1,0
"247","1","Kar2",0,3,99,1318,1,1,0
"248","1","Kar4",0,29,99,1314,1,1,0
"249","1","Kin28",93,1927,6,678,4.14220274481418e-07,9.67894708038248e-05,4.01417188463905
"250","1","Kss1",0,5,99,1318,1,1,0
"251","1","Kti12",0,1,99,1318,1,1,0
"252","1","Lea1",0,48,99,1316,1,1,0
"253","1","Leo1",7,146,92,1313,0.872846020265469,1,0
"254","1","Leu3",0,9,99,1316,1,1,0
"255","1","Lge1",0,1,99,1318,1,1,0
"256","1","Lrg1",0,5,99,1318,1,1,0
"257","1","Lys14",0,10,99,1315,1,1,0
"258","1","Lys20",3,92,96,1313,0.958415569271143,1,0
"259","1","Lys21",0,11,99,1318,1,1,0
"260","1","Mac1",0,65,99,1308,1,1,0
"261","1","Maf1",0,23,99,1318,1,1,0
"262","1","Mal33",0,3,99,1318,1,1,0
"263","1","Mas6",0,7,99,1318,1,1,0
"264","1","Matalpha2",0,10,99,1317,1,1,0
"265","1","Mbf1",0,2,99,1318,1,1,0
"266","1","Mbp1",0,37,99,1311,1,1,0
"267","1","Mcd1",0,9,99,1317,1,1,0
"268","1","Mck1",0,2,99,1318,1,1,0
"269","1","Mcm1",2,92,97,1307,0.989410563991498,1,0
"270","1","Mcm16",0,1,99,1317,1,1,0
"271","1","Med1",0,5,99,1317,1,1,0
"272","1","Med11",1,46,98,1310,0.965521046400401,1,0
"273","1","Med2",0,98,99,1307,1,1,0
"274","1","Med20",0,3,99,1317,1,1,0
"275","1","Med4",0,62,99,1312,1,1,0
"276","1","Med6",2,69,97,1311,0.958943684288016,1,0
"277","1","Med8",0,9,99,1317,1,1,0
"278","1","Met18",0,4,99,1318,1,1,0
"279","1","Met28",0,32,99,1314,1,1,0
"280","1","Met30",0,1,99,1318,1,1,0
"281","1","Met31",0,29,99,1310,1,1,0
"282","1","Met32",0,11,99,1317,1,1,0
"283","1","Met4",0,43,99,1306,1,1,0
"284","1","Mft1",0,41,99,1318,1,1,0
"285","1","Mga2",0,2,99,1318,1,1,0
"286","1","Mif2",0,5,99,1317,1,1,0
"287","1","Mig1",0,59,99,1312,1,1,0
"288","1","Mig2",0,74,99,1312,1,1,0
"289","1","Mig3",0,2,99,1316,1,1,0
"290","1","Mlp1",0,17,99,1317,1,1,0
"291","1","Mot1",32,317,67,1236,0.00491108470486733,0.625940068747636,0.203467246754722
"292","1","Mot2",0,3,99,1318,1,1,0
"293","1","Mot3",4,124,95,1311,0.973460180703732,1,0
"294","1","Msi1",0,4,99,1318,1,1,0
"295","1","Msn1",0,3,99,1318,1,1,0
"296","1","Msn2",0,7,99,1317,1,1,0
"297","1","Msn4",0,7,99,1317,1,1,0
"298","1","Mss11",0,12,99,1317,1,1,0
"299","1","Mth1",0,8,99,1318,1,1,0
"300","1","Mud1",1,51,98,1315,0.975414461835108,1,0
"301","1","Mus81",0,2,99,1318,1,1,0
"302","1","Nab2",1,28,98,1318,0.874962595202419,1,0
"303","1","Naf1",0,15,99,1318,1,1,0
"304","1","Nan1",0,2,99,1318,1,1,0
"305","1","Nap1",0,1,99,1318,1,1,0
"306","1","Ncb2",33,227,66,1268,1.26458959646557e-05,0.00239588461384423,2.62053410146528
"307","1","Ncl1",1,44,98,1316,0.959742385383803,1,0
"308","1","Ndd1",1,14,98,1314,0.66176977893853,1,0
"309","1","Net1",0,11,99,1318,1,1,0
"310","1","Nfi1",0,2,99,1318,1,1,0
"311","1","Ngg1",6,40,93,1313,0.0876463864472883,1,0
"312","1","Nhp10",0,21,99,1315,1,1,0
"313","1","Nhp6a",10,110,89,1302,0.255247799669995,1,0
"314","1","Nkp1",0,4,99,1317,1,1,0
"315","1","Nkp2",0,19,99,1314,1,1,0
"316","1","Nma1",0,4,99,1318,1,1,0
"317","1","Nnf2",0,5,99,1318,1,1,0
"318","1","Nog2",0,1,99,1318,1,1,0
"319","1","Nop58",0,3,99,1318,1,1,0
"320","1","Not3",0,6,99,1318,1,1,0
"321","1","Not5",0,6,99,1318,1,1,0
"322","1","Npl3",3,201,96,1303,0.999880396212492,1,0
"323","1","Npl6",0,1,99,1318,1,1,0
"324","1","Nrd1",28,575,71,1240,0.792613040636241,1,0
"325","1","Nrg1",0,10,99,1317,1,1,0
"326","1","Nrg2",0,22,99,1316,1,1,0
"327","1","Nrm1",0,37,99,1315,1,1,0
"328","1","Nsa2",0,1,99,1318,1,1,0
"329","1","Nsp1",0,8,99,1317,1,1,0
"330","1","Nsr1",0,1,99,1318,1,1,0
"331","1","Nup42",0,4,99,1316,1,1,0
"332","1","Nut1",0,87,99,1308,1,1,0
"333","1","Nut2",0,68,99,1314,1,1,0
"334","1","Oaf3",0,7,99,1317,1,1,0
"335","1","Orc1",0,9,99,1317,1,1,0
"336","1","Orc2",0,23,99,1317,1,1,0
"337","1","Orc4",0,34,99,1317,1,1,0
"338","1","Orc5",0,22,99,1318,1,1,0
"339","1","Orc6",0,29,99,1316,1,1,0
"340","1","Otu1",0,3,99,1318,1,1,0
"341","1","Paf1",1,118,98,1315,0.999747539169712,1,0
"342","1","Pap1",3,157,96,1295,0.998756128304654,1,0
"343","1","Pat1",0,8,99,1318,1,1,0
"344","1","Pcf11",4,478,95,1216,0.999999999871123,1,0
"345","1","Pcl9",0,7,99,1316,1,1,0
"346","1","Pct1",0,1,99,1318,1,1,0
"347","1","Pdc1",0,2,99,1317,1,1,0
"348","1","Pdr1",1,58,98,1312,0.985050162743367,1,0
"349","1","Pdr3",0,17,99,1316,1,1,0
"350","1","Pgd1",0,52,99,1311,1,1,0
"351","1","Phd1",0,58,99,1311,1,1,0
"352","1","Pho2",0,5,99,1318,1,1,0
"353","1","Pho23",0,7,99,1318,1,1,0
"354","1","Pho4",0,1,99,1318,1,1,0
"355","1","Pho80",0,5,99,1318,1,1,0
"356","1","Pho85",0,5,99,1318,1,1,0
"357","1","Pip2",0,7,99,1318,1,1,0
"358","1","Plo1",0,2,99,1318,1,1,0
"359","1","Plo2",0,8,99,1318,1,1,0
"360","1","Plp1",0,7,99,1318,1,1,0
"361","1","Pnc1",0,1,99,1318,1,1,0
"362","1","Png1",0,7,99,1318,1,1,0
"363","1","Pob3",35,253,64,1296,7.83046054760349e-06,0.00152476467885279,2.81679717701333
"364","1","Pog1",0,3,99,1318,1,1,0
"365","1","Pol1",0,1,99,1318,1,1,0
"366","1","Pol2",0,3,99,1318,1,1,0
"367","1","Pop2",0,6,99,1318,1,1,0
"368","1","Pre2",0,2,99,1318,1,1,0
"369","1","Pre8",0,3,99,1318,1,1,0
"370","1","Prp4",0,29,99,1317,1,1,0
"371","1","Prp45",0,32,99,1317,1,1,0
"372","1","Prp46",0,32,99,1317,1,1,0
"373","1","Prr2",0,1,99,1318,1,1,0
"374","1","Pta1",0,1,99,1318,1,1,0
"375","1","Ptc3",0,2,99,1318,1,1,0
"376","1","Pub1",0,26,99,1317,1,1,0
"377","1","Pup1",0,9,99,1318,1,1,0
"378","1","Pus4",0,2,99,1318,1,1,0
"379","1","Put3",0,19,99,1317,1,1,0
"380","1","Pwp1",0,2,99,1318,1,1,0
"381","1","Pzf1",0,4,99,1318,1,1,0
"382","1","Qri1",0,3,99,1318,1,1,0
"383","1","Qri8",0,7,99,1318,1,1,0
"384","1","Rad3",91,2038,8,655,3.55966513659339e-05,0.00639826989936402,2.19393744394367
"385","1","Rad30",0,2,99,1318,1,1,0
"386","1","Rad50",0,3,99,1318,1,1,0
"387","1","Rad51",0,3,99,1318,1,1,0
"388","1","Rad54",0,2,99,1318,1,1,0
"389","1","Rad55",0,4,99,1318,1,1,0
"390","1","Rad6",0,48,99,1317,1,1,0
"391","1","Rad9",0,17,99,1318,1,1,0
"392","1","Rap1",5,90,94,1303,0.772017325317464,1,0
"393","1","Rco1",0,2,99,1318,1,1,0
"394","1","Rcs1",0,35,99,1311,1,1,0
"395","1","Rdr1",0,2,99,1317,1,1,0
"396","1","Rds2",0,4,99,1318,1,1,0
"397","1","Reb1",5,315,94,1235,0.999994987037655,1,0
"398","1","Ref2",7,375,92,1251,0.999991665757242,1,0
"399","1","Reg1",0,3,99,1317,1,1,0
"400","1","Ret1",0,28,99,1317,1,1,0
"401","1","Rfa1",0,6,99,1318,1,1,0
"402","1","Rfc1",0,7,99,1318,1,1,0
"403","1","Rfc5",0,8,99,1318,1,1,0
"404","1","Rfm1",0,1,99,1318,1,1,0
"405","1","Rfx1",0,14,99,1317,1,1,0
"406","1","Rgm1",1,39,98,1317,0.942648557124211,1,0
"407","1","Rgr1",2,83,97,1307,0.982020612243253,1,0
"408","1","Rgt1",0,12,99,1317,1,1,0
"409","1","Rhr2",0,1,99,1318,1,1,0
"410","1","Rib1",0,1,99,1318,1,1,0
"411","1","Rif1",0,21,99,1317,1,1,0
"412","1","Rif2",0,35,99,1314,1,1,0
"413","1","Rim101",0,4,99,1318,1,1,0
"414","1","RIM20",0,5,99,1318,1,1,0
"415","1","Rio2",0,5,99,1318,1,1,0
"416","1","Rlf2",0,6,99,1318,1,1,0
"417","1","Rlm1",0,20,99,1316,1,1,0
"418","1","Rlr1",0,13,99,1318,1,1,0
"419","1","Rms1",0,1,99,1318,1,1,0
"420","1","Rna14",8,555,91,1184,0.999999994675741,1,0
"421","1","Rox1",1,61,98,1313,0.987831475650138,1,0
"422","1","Rox3",1,50,98,1309,0.974045558239524,1,0
"423","1","Rpa12",0,12,99,1318,1,1,0
"424","1","Rpa135",0,8,99,1318,1,1,0
"425","1","Rpa14",0,6,99,1318,1,1,0
"426","1","Rpa190",0,8,99,1318,1,1,0
"427","1","Rpa34",0,6,99,1318,1,1,0
"428","1","Rpa43",0,2,99,1318,1,1,0
"429","1","Rpa49",0,2,99,1318,1,1,0
"430","1","RPB11",44,436,55,1250,8.18889343590429e-05,0.0138215810410549,1.85944227547612
"431","1","Rpb2",59,587,40,1216,7.4199836693668e-08,1.85764591150933e-05,4.73103706393369
"432","1","Rpb3",60,838,39,1141,0.000272088973743203,0.0405817809774436,1.39166889737898
"433","1","Rpb4",48,518,51,1237,8.97256364706796e-05,0.0146273653874294,1.83483388991973
"434","1","Rpb7",54,533,45,1211,1.30741034217863e-06,0.000286404578083505,3.54302004425345
"435","1","Rpb9",48,446,51,1250,3.93709882147691e-06,0.00081173713936921,3.09058458332436
"436","1","Rpc17",0,24,99,1318,1,1,0
"437","1","Rpc19",0,38,99,1318,1,1,0
"438","1","Rpc25",0,33,99,1318,1,1,0
"439","1","Rpc31",0,3,99,1318,1,1,0
"440","1","Rpc34",0,30,99,1317,1,1,0
"441","1","Rpc37",0,33,99,1316,1,1,0
"442","1","RPC40",0,13,99,1318,1,1,0
"443","1","Rpc53",0,15,99,1318,1,1,0
"444","1","Rpc82",0,4,99,1318,1,1,0
"445","1","Rpd3",0,14,99,1317,1,1,0
"446","1","Rph1",0,19,99,1317,1,1,0
"447","1","Rpn11",0,6,99,1318,1,1,0
"448","1","Rpn4",0,41,99,1303,1,1,0
"449","1","Rpo21",26,227,73,1297,0.00328356911526951,0.434298481095081,0.362211689526047
"450","1","Rpo31",0,32,99,1316,1,1,0
"451","1","Rrd1",0,26,99,1316,1,1,0
"452","1","Rrn10",0,9,99,1318,1,1,0
"453","1","Rrn11",0,6,99,1318,1,1,0
"454","1","Rrn5",0,4,99,1318,1,1,0
"455","1","Rrn6",0,9,99,1318,1,1,0
"456","1","Rrn7",0,5,99,1318,1,1,0
"457","1","Rrn9",0,7,99,1318,1,1,0
"458","1","Rrp4",0,2,99,1318,1,1,0
"459","1","Rrp42",0,1,99,1318,1,1,0
"460","1","Rsc1",4,153,95,1289,0.993989694690333,1,0
"461","1","Rsc3",2,64,97,1309,0.945665663915877,1,0
"462","1","Rsc30",0,1,99,1318,1,1,0
"463","1","RSC4",0,3,99,1318,1,1,0
"464","1","Rsc58",0,40,99,1310,1,1,0
"465","1","Rsc6",0,15,99,1314,1,1,0
"466","1","Rsc8",2,48,97,1309,0.867122636396089,1,0
"467","1","Rsc9",0,14,99,1315,1,1,0
"468","1","Rsp5",0,6,99,1318,1,1,0
"469","1","Rtf1",2,78,97,1318,0.975002857642828,1,0
"470","1","Rtg1",0,12,99,1316,1,1,0
"471","1","Rtg2",0,1,99,1318,1,1,0
"472","1","Rtg3",0,16,99,1316,1,1,0
"473","1","Rtr1",3,40,96,1318,0.56957106786255,1,0
"474","1","Rts2",0,7,99,1318,1,1,0
"475","1","Rtt102",0,10,99,1317,1,1,0
"476","1","Rtt103",3,178,96,1281,0.999643882251082,1,0
"477","1","Rtt106",0,3,99,1318,1,1,0
"478","1","Rtt109",0,1,99,1318,1,1,0
"479","1","Rvb1",8,347,91,1198,0.999943370928111,1,0
"480","1","Rvb2",0,3,99,1318,1,1,0
"481","1","Rxt1",0,26,99,1315,1,1,0
"482","1","Rxt2",1,50,98,1311,0.97390824547745,1,0
"483","1","Rxt3",0,29,99,1315,1,1,0
"484","1","Sap30",0,16,99,1318,1,1,0
"485","1","Sas2",0,1,99,1318,1,1,0
"486","1","Sas3",0,4,99,1318,1,1,0
"487","1","Sas4",0,1,99,1318,1,1,0
"488","1","Sas5",0,4,99,1318,1,1,0
"489","1","Scc2",0,12,99,1317,1,1,0
"490","1","Scc4",0,10,99,1318,1,1,0
"491","1","Sda1",0,3,99,1318,1,1,0
"492","1","Sdc1",0,55,99,1316,1,1,0
"493","1","Sds3",0,7,99,1318,1,1,0
"494","1","Sen1",20,262,79,1290,0.233760624227293,1,0
"495","1","Ser2",0,1,99,1318,1,1,0
"496","1","Set1",1,105,98,1316,0.999393029092051,1,0
"497","1","Set2",1,13,98,1318,0.635481902125357,1,0
"498","1","Set3",3,84,96,1317,0.937533432307597,1,0
"499","1","Set5",0,19,99,1317,1,1,0
"500","1","Sfh1",0,24,99,1312,1,1,0
"501","1","Sfl1",0,26,99,1315,1,1,0
"502","1","Sfp1",15,32,84,1314,1.46852308620783e-07,3.54977477045409e-05,4.44979920160745
"503","1","Sgf11",21,122,78,1305,0.000169860692491372,0.0264605212081005,1.57740160551614
"504","1","Sgf29",36,171,63,1305,9.11816514096282e-10,2.77905815818041e-07,6.55610236451714
"505","1","Sgf73",21,171,78,1291,0.00665001092992484,0.832438868192377,0.0796476499316036
"506","1","Sgv1",2,119,97,1313,0.997801530433319,1,0
