"","cluster","TF","overlap","TFtargetYes_clusterNo","clusterYes_TFtargetNo","neither","p","FDR","logFDR"
"3506","6","Aap1",1,12,203,1213,0.866224250503116,1,0
"3507","6","Abf1",7,244,197,1128,0.999999999659046,1,0
"3508","6","Ace2",0,25,204,1211,1,1,0
"3509","6","Aco1",0,3,204,1213,1,1,0
"3510","6","Acs2",0,85,204,1201,1,1,0
"3511","6","Ada1",1,41,203,1210,0.998408630913122,1,0
"3512","6","Ada2",2,147,202,1181,0.999999995386695,1,0
"3513","6","Ade12",0,2,204,1213,1,1,0
"3514","6","Adr1",0,6,204,1213,1,1,0
"3515","6","Aft2",0,11,204,1211,1,1,0
"3516","6","Ahc1",0,7,204,1213,1,1,0
"3517","6","Aor1",0,33,204,1205,1,1,0
"3518","6","Apc5",1,17,203,1212,0.938093370102015,1,0
"3519","6","Arg81",1,1,203,1213,0.267119094851655,1,0
"3520","6","Arg82",1,22,203,1212,0.971224815008075,1,0
"3521","6","Aro3",0,1,204,1213,1,1,0
"3522","6","Aro4",0,3,204,1213,1,1,0
"3523","6","Aro80",0,2,204,1213,1,1,0
"3524","6","Aro9",0,5,204,1213,1,1,0
"3525","6","Arp4",0,1,204,1213,1,1,0
"3526","6","Arp5",0,2,204,1213,1,1,0
"3527","6","Arp6",0,10,204,1213,1,1,0
"3528","6","Arp7",5,73,199,1201,0.989163606864817,1,0
"3529","6","Arp8",0,5,204,1213,1,1,0
"3530","6","Arr1",1,0,203,1213,0.143966125617502,1,0
"3531","6","Arx1",0,7,204,1213,1,1,0
"3532","6","Asf1",0,2,204,1213,1,1,0
"3533","6","Asf2",1,24,203,1213,0.978740814620299,1,0
"3534","6","Asg1",4,102,200,1208,0.999869362695126,1,0
"3535","6","Ash1",2,33,202,1211,0.968308903958884,1,0
"3536","6","Ask10",0,7,204,1213,1,1,0
"3537","6","Azf1",0,17,204,1212,1,1,0
"3538","6","Bas1",1,40,203,1207,0.998175336290817,1,0
"3539","6","Bcy1",0,60,204,1213,1,1,0
"3540","6","Bdf1",32,602,172,966,0.999999999995611,1,0
"3541","6","Bdf2",4,267,200,1104,0.99999999999998,1,0
"3542","6","Bdp1",0,16,204,1212,1,1,0
"3543","6","Bem4",0,5,204,1213,1,1,0
"3544","6","Bim1",0,2,204,1213,1,1,0
"3545","6","Bmh1",0,3,204,1213,1,1,0
"3546","6","Bre1",0,46,204,1213,1,1,0
"3547","6","Bre2",0,20,204,1213,1,1,0
"3548","6","Brf1",0,9,204,1213,1,1,0
"3549","6","Brn1",2,18,202,1212,0.801447918588941,1,0
"3550","6","Bud22",0,1,204,1213,1,1,0
"3551","6","Bud6",0,5,204,1213,1,1,0
"3552","6","Bur2",0,251,204,1174,1,1,0
"3553","6","Bur6",6,403,198,1082,1,1,0
"3554","6","Bye1",12,177,192,1169,0.999549357482636,1,0
"3555","6","Cac2",0,2,204,1213,1,1,0
"3556","6","Cad1",0,32,204,1210,1,1,0
"3557","6","Caf130",0,7,204,1213,1,1,0
"3558","6","Caf16",0,1,204,1213,1,1,0
"3559","6","Caf4",0,7,204,1213,1,1,0
"3560","6","Caf40",0,6,204,1213,1,1,0
"3561","6","Cam1",0,3,204,1213,1,1,0
"3562","6","Car1",0,1,204,1213,1,1,0
"3563","6","Car2",0,3,204,1213,1,1,0
"3564","6","Cbc2",0,173,204,1186,1,1,0
"3565","6","Cbf1",2,93,202,1194,0.999991083742737,1,0
"3566","6","Cca1",0,62,204,1211,1,1,0
"3567","6","Ccl1",8,667,196,973,1,1,0
"3568","6","Cdc26",0,8,204,1213,1,1,0
"3569","6","Cdc28",0,1,204,1213,1,1,0
"3570","6","Cdc36",0,4,204,1213,1,1,0
"3571","6","Cdc39",0,5,204,1213,1,1,0
"3572","6","Cdc46",2,57,202,1207,0.998673436545966,1,0
"3573","6","Cdc47",0,5,204,1213,1,1,0
"3574","6","Cdc53",0,4,204,1213,1,1,0
"3575","6","Cet1",94,2072,110,535,1,1,0
"3576","6","Cft1",5,158,199,1195,0.999999211432792,1,0
"3577","6","Cha4",0,20,204,1212,1,1,0
"3578","6","Chd1",0,20,204,1213,1,1,0
"3579","6","Chz1",0,2,204,1213,1,1,0
"3580","6","Cin5",1,111,203,1202,0.999999951777632,1,0
"3581","6","Cka1",0,50,204,1208,1,1,0
"3582","6","Cka2",0,35,204,1212,1,1,0
"3583","6","Ckb1",0,2,204,1213,1,1,0
"3584","6","Ckb2",0,21,204,1212,1,1,0
"3585","6","Cks1",0,7,204,1213,1,1,0
"3586","6","Cln1",0,6,204,1212,1,1,0
"3587","6","Cmr3",0,37,204,1209,1,1,0
"3588","6","Cpr1",0,2,204,1213,1,1,0
"3589","6","Crz1",0,18,204,1211,1,1,0
"3590","6","Cse2",0,40,204,1208,1,1,0
"3591","6","Cse4",0,6,204,1212,1,1,0
"3592","6","Csl4",0,2,204,1213,1,1,0
"3593","6","Csn12",0,63,204,1212,1,1,0
"3594","6","Csr2",0,2,204,1213,1,1,0
"3595","6","CTDSer2",4,122,200,1201,0.999988834387289,1,0
"3596","6","CTDSer5",4,701,200,1010,1,1,0
"3597","6","CTDSer7",3,603,201,1013,1,1,0
"3598","6","Ctk1",0,59,204,1213,1,1,0
"3599","6","Ctk2",1,58,203,1210,0.99987587552885,1,0
"3600","6","Ctk3",0,2,204,1213,1,1,0
"3601","6","Ctr9",1,107,203,1209,0.999999906497945,1,0
"3602","6","Cts1",0,7,204,1213,1,1,0
"3603","6","Cup2",0,39,204,1211,1,1,0
"3604","6","Cup9",0,20,204,1212,1,1,0
"3605","6","Cyc8",3,79,201,1205,0.999574040582352,1,0
"3606","6","Dal81",0,1,204,1213,1,1,0
"3607","6","Dat1",1,118,203,1203,0.999999982169751,1,0
"3608","6","Dbf4",0,9,204,1213,1,1,0
"3609","6","Dbp2",0,46,204,1212,1,1,0
"3610","6","Dbp3",0,3,204,1213,1,1,0
"3611","6","Dcp1",0,1,204,1213,1,1,0
"3612","6","Dcp2",0,2,204,1213,1,1,0
"3613","6","Ddp1",2,20,202,1213,0.84229913098565,1,0
"3614","6","Dep1",0,1,204,1213,1,1,0
"3615","6","Dhh1",0,1,204,1213,1,1,0
"3616","6","Dig1",2,44,202,1210,0.992412089259173,1,0
"3617","6","Dot1",0,7,204,1213,1,1,0
"3618","6","DOT5",0,1,204,1213,1,1,0
"3619","6","Dot6",0,3,204,1213,1,1,0
"3620","6","Dst1",1,99,203,1201,0.99999972837081,1,0
"3621","6","Eaf3",0,8,204,1213,1,1,0
"3622","6","Eaf5",1,57,203,1203,0.999862470435705,1,0
"3623","6","Eaf6",0,15,204,1205,1,1,0
"3624","6","Eaf7",2,17,202,1213,0.777085866409841,1,0
"3625","6","Ecm22",0,28,204,1209,1,1,0
"3626","6","Ecm5",0,6,204,1211,1,1,0
"3627","6","Edc3",0,3,204,1213,1,1,0
"3628","6","Eds1",1,2,203,1213,0.372480408911037,1,0
"3629","6","Ela1",0,3,204,1213,1,1,0
"3630","6","Elc1",0,7,204,1213,1,1,0
"3631","6","Elf1",1,161,203,1200,0.999999999961322,1,0
"3632","6","Elp2",0,4,204,1213,1,1,0
"3633","6","Elp4",0,5,204,1213,1,1,0
"3634","6","Elp6",2,5,202,1213,0.265050692099096,1,0
"3635","6","Esa1",5,74,199,1190,0.990840001966903,1,0
"3636","6","Esc2",2,35,202,1212,0.975370214825847,1,0
"3637","6","Ess1",0,41,204,1211,1,1,0
"3638","6","Fap7",0,2,204,1213,1,1,0
"3639","6","Fcp1",0,2,204,1213,1,1,0
"3640","6","Fhl1",1,133,203,1183,0.999999998444913,1,0
"3641","6","Fkh1",13,186,191,1188,0.999347149160056,1,0
"3642","6","Fkh2",5,63,199,1206,0.970264136689158,1,0
"3643","6","Fpr3",0,3,204,1213,1,1,0
"3644","6","Fpr4",0,5,204,1213,1,1,0
"3645","6","Fra1",1,3,203,1213,0.462631110729451,1,0
"3646","6","Fun30",0,49,204,1207,1,1,0
"3647","6","Fzf1",2,40,202,1209,0.987246140459122,1,0
"3648","6","Gal11",0,36,204,1207,1,1,0
"3649","6","Gal3",0,2,204,1213,1,1,0
"3650","6","Gal4",0,16,204,1211,1,1,0
"3651","6","Gat1",0,2,204,1213,1,1,0
"3652","6","Gcn4",0,24,204,1210,1,1,0
"3653","6","Gcn5",0,42,204,1204,1,1,0
"3654","6","Gcr1",2,82,202,1202,0.999956737495761,1,0
"3655","6","Gdh1",0,19,204,1213,1,1,0
"3656","6","Gis1",1,34,203,1211,0.995388935900153,1,0
"3657","6","Gln3",1,37,203,1211,0.997073165203419,1,0
"3658","6","God1",3,59,201,1183,0.995633490181643,1,0
"3659","6","Gpb2",0,3,204,1213,1,1,0
"3660","6","Gpx2",0,3,204,1213,1,1,0
"3661","6","Grs1",0,2,204,1213,1,1,0
"3662","6","Gtr1",1,4,203,1213,0.539776257394611,1,0
"3663","6","Gtr2",0,1,204,1213,1,1,0
"3664","6","Gts1",0,41,204,1211,1,1,0
"3665","6","Gzf3",0,60,204,1210,1,1,0
"3666","6","H2B",2,3,202,1213,0.152960903353203,1,0
"3667","6","H2BK123ub",0,27,204,1207,1,1,0
"3668","6","H3",2,8,202,1213,0.430683931214049,1,0
"3669","6","H3K27ac",2,38,202,1201,0.983972683097262,1,0
"3670","6","H3K36me3",1,8,203,1213,0.752105918388405,1,0
"3671","6","H3K4me3",95,2228,109,649,1,1,0
"3672","6","H3K9ac",3,44,201,1200,0.971823090465982,1,0
"3673","6","H4K12ac",8,122,196,1187,0.998327368457387,1,0
"3674","6","Haa1",0,3,204,1213,1,1,0
"3675","6","Hac1",0,6,204,1213,1,1,0
"3676","6","Hal9",0,11,204,1212,1,1,0
"3677","6","Ham1",0,7,204,1213,1,1,0
"3678","6","Hap1",0,25,204,1208,1,1,0
"3679","6","Hap2",1,16,203,1212,0.927817574740592,1,0
"3680","6","Hap3",1,36,203,1208,0.996638349718647,1,0
"3681","6","Hap5",1,29,203,1211,0.990142006209476,1,0
"3682","6","Hat2",0,2,204,1213,1,1,0
"3683","6","Hch1",0,2,204,1213,1,1,0
"3684","6","Hcm1",0,1,204,1213,1,1,0
"3685","6","Hda1",1,66,203,1208,0.999962792020541,1,0
"3686","6","Hem2",0,17,204,1212,1,1,0
"3687","6","Hhf1",2,4,202,1213,0.20825915467039,1,0
"3688","6","Hhf2",3,10,201,1212,0.281438270112069,1,0
"3689","6","Hho1",0,8,204,1213,1,1,0
"3690","6","Hht1",2,3,202,1213,0.152960903353203,1,0
"3691","6","Hht2",2,0,202,1213,0.0206392115115486,1,0
"3692","6","Hif1",0,2,204,1213,1,1,0
"3693","6","Hir1",0,30,204,1212,1,1,0
"3694","6","Hir2",0,10,204,1213,1,1,0
"3695","6","Hir3",0,5,204,1213,1,1,0
"3696","6","Hmo1",0,63,204,1192,1,1,0
"3697","6","Hms1",0,3,204,1213,1,1,0
"3698","6","Hms2",0,40,204,1210,1,1,0
"3699","6","Hmt1",0,9,204,1213,1,1,0
"3700","6","Hog1",0,2,204,1213,1,1,0
"3701","6","Hom6",1,10,203,1213,0.817937575208527,1,0
"3702","6","Hos1",0,6,204,1213,1,1,0
"3703","6","Hos2",0,73,204,1210,1,1,0
"3704","6","Hos3",0,4,204,1213,1,1,0
"3705","6","Hos4",1,7,203,1213,0.710688725391873,1,0
"3706","6","Hot1",0,13,204,1212,1,1,0
"3707","6","Hpa3",0,9,204,1213,1,1,0
"3708","6","Hpc2",0,28,204,1213,1,1,0
"3709","6","Hpr1",0,10,204,1213,1,1,0
"3710","6","Hpt1",0,2,204,1213,1,1,0
"3711","6","Hrb1",3,141,201,1206,0.99999983515722,1,0
"3712","6","Hrr25",0,2,204,1213,1,1,0
"3713","6","Hsf1",2,71,202,1197,0.999813853884856,1,0
"3714","6","Hsl7",0,8,204,1213,1,1,0
"3715","6","Hst1",0,92,204,1209,1,1,0
"3716","6","Hst3",2,25,202,1206,0.91487572607437,1,0
"3717","6","Hta2",2,4,202,1213,0.20825915467039,1,0
"3718","6","Htb2",2,4,202,1213,0.20825915467039,1,0
"3719","6","Htl1",4,40,200,1203,0.8886185068982,1,0
"3720","6","Htz1",158,3344,46,392,0.99999956357611,1,0
"3721","6","Hxk2",0,7,204,1213,1,1,0
"3722","6","Idi1",0,1,204,1213,1,1,0
"3723","6","Ies1",0,7,204,1213,1,1,0
"3724","6","Ies2",0,2,204,1213,1,1,0
"3725","6","Ies3",2,75,202,1206,0.99988411378167,1,0
"3726","6","Ies4",0,5,204,1213,1,1,0
"3727","6","Ies5",0,3,204,1213,1,1,0
"3728","6","Ies6",2,21,202,1213,0.859827811722503,1,0
"3729","6","Ifh1",1,103,203,1189,0.999999868185266,1,0
"3730","6","Iki1",1,5,203,1213,0.605799916671333,1,0
"3731","6","Iki3",0,6,204,1213,1,1,0
"3732","6","Ilv5",0,5,204,1213,1,1,0
"3733","6","Imd2",0,5,204,1213,1,1,0
"3734","6","Iml2",0,6,204,1213,1,1,0
"3735","6","Ino2",0,11,204,1212,1,1,0
"3736","6","Ino4",0,11,204,1212,1,1,0
"3737","6","Ino80",0,5,204,1213,1,1,0
"3738","6","Ioc2",0,6,204,1213,1,1,0
"3739","6","Ioc3",0,5,204,1213,1,1,0
"3740","6","Ioc4",0,8,204,1213,1,1,0
"3741","6","Irc20",0,3,204,1213,1,1,0
"3742","6","Irr1",0,4,204,1213,1,1,0
"3743","6","Isw1",0,6,204,1213,1,1,0
"3744","6","Isw2",0,3,204,1213,1,1,0
"3745","6","Itc1",0,5,204,1213,1,1,0
"3746","6","Iwr1",0,4,204,1213,1,1,0
"3747","6","Iws1",4,178,200,1196,0.999999988683845,1,0
"3748","6","Ixr1",0,9,204,1213,1,1,0
"3749","6","Jhd1",0,2,204,1213,1,1,0
"3750","6","Jhd2",0,5,204,1213,1,1,0
"3751","6","Kae1",0,3,204,1212,1,1,0
"3752","6","Kar2",0,3,204,1213,1,1,0
"3753","6","Kar4",0,29,204,1209,1,1,0
"3754","6","Kin28",83,1937,121,563,1,1,0
"3755","6","Kss1",0,5,204,1213,1,1,0
"3756","6","Kti12",0,1,204,1213,1,1,0
"3757","6","Lea1",0,48,204,1211,1,1,0
"3758","6","Leo1",0,153,204,1201,1,1,0
"3759","6","Leu3",0,9,204,1211,1,1,0
"3760","6","Lge1",0,1,204,1213,1,1,0
"3761","6","Lrg1",0,5,204,1213,1,1,0
"3762","6","Lys14",1,9,203,1211,0.788070004739806,1,0
"3763","6","Lys20",2,93,202,1207,0.999989852855306,1,0
"3764","6","Lys21",0,11,204,1213,1,1,0
"3765","6","Mac1",3,62,201,1206,0.996529547299396,1,0
"3766","6","Maf1",0,23,204,1213,1,1,0
"3767","6","Mal33",0,3,204,1213,1,1,0
"3768","6","Mas6",0,7,204,1213,1,1,0
"3769","6","Matalpha2",1,9,203,1213,0.78756902683775,1,0
"3770","6","Mbf1",0,2,204,1213,1,1,0
"3771","6","Mbp1",1,36,203,1207,0.996652805348804,1,0
"3772","6","Mcd1",0,9,204,1212,1,1,0
"3773","6","Mck1",0,2,204,1213,1,1,0
"3774","6","Mcm1",1,93,203,1201,0.999999347643746,1,0
"3775","6","Mcm16",0,1,204,1212,1,1,0
"3776","6","Med1",0,5,204,1212,1,1,0
"3777","6","Med11",3,44,201,1207,0.971017522910259,1,0
"3778","6","Med2",2,96,202,1204,0.999993451250142,1,0
"3779","6","Med20",0,3,204,1212,1,1,0
"3780","6","Med4",1,61,203,1208,0.999921723272127,1,0
"3781","6","Med6",3,68,201,1207,0.99831739716864,1,0
"3782","6","Med8",0,9,204,1212,1,1,0
"3783","6","Met18",0,4,204,1213,1,1,0
"3784","6","Met28",1,31,203,1210,0.992755166057767,1,0
"3785","6","Met30",0,1,204,1213,1,1,0
"3786","6","Met31",0,29,204,1205,1,1,0
"3787","6","Met32",0,11,204,1212,1,1,0
"3788","6","Met4",1,42,203,1202,0.998685224673731,1,0
"3789","6","Mft1",0,41,204,1213,1,1,0
"3790","6","Mga2",0,2,204,1213,1,1,0
"3791","6","Mif2",0,5,204,1212,1,1,0
"3792","6","Mig1",0,59,204,1207,1,1,0
"3793","6","Mig2",0,74,204,1207,1,1,0
"3794","6","Mig3",2,0,202,1213,0.0206392115115486,1,0
"3795","6","Mlp1",1,16,203,1213,0.927673442297404,1,0
"3796","6","Mot1",7,342,197,1106,0.999999999999998,1,0
"3797","6","Mot2",0,3,204,1213,1,1,0
"3798","6","Mot3",4,124,200,1206,0.999990697930645,1,0
"3799","6","Msi1",0,4,204,1213,1,1,0
"3800","6","Msn1",0,3,204,1213,1,1,0
"3801","6","Msn2",0,7,204,1212,1,1,0
"3802","6","Msn4",1,6,203,1213,0.66231208603117,1,0
"3803","6","Mss11",0,12,204,1212,1,1,0
"3804","6","Mth1",0,8,204,1213,1,1,0
"3805","6","Mud1",2,50,202,1211,0.996547482405929,1,0
"3806","6","Mus81",0,2,204,1213,1,1,0
"3807","6","Nab2",0,29,204,1212,1,1,0
"3808","6","Naf1",0,15,204,1213,1,1,0
"3809","6","Nan1",0,2,204,1213,1,1,0
"3810","6","Nap1",0,1,204,1213,1,1,0
"3811","6","Ncb2",3,257,201,1133,0.999999999999988,1,0
"3812","6","Ncl1",0,45,204,1210,1,1,0
"3813","6","Ndd1",1,14,203,1209,0.90235106924007,1,0
"3814","6","Net1",0,11,204,1213,1,1,0
"3815","6","Nfi1",0,2,204,1213,1,1,0
"3816","6","Ngg1",0,46,204,1202,1,1,0
"3817","6","Nhp10",1,20,203,1211,0.961015948007852,1,0
"3818","6","Nhp6a",1,119,203,1188,0.999999987365304,1,0
"3819","6","Nkp1",0,4,204,1212,1,1,0
"3820","6","Nkp2",2,17,202,1211,0.777798943524482,1,0
"3821","6","Nma1",0,4,204,1213,1,1,0
"3822","6","Nnf2",0,5,204,1213,1,1,0
"3823","6","Nog2",0,1,204,1213,1,1,0
"3824","6","Nop58",0,3,204,1213,1,1,0
"3825","6","Not3",0,6,204,1213,1,1,0
"3826","6","Not5",0,6,204,1213,1,1,0
"3827","6","Npl3",2,202,202,1197,0.999999999996079,1,0
"3828","6","Npl6",0,1,204,1213,1,1,0
"3829","6","Nrd1",9,594,195,1116,1,1,0
"3830","6","Nrg1",0,10,204,1212,1,1,0
"3831","6","Nrg2",0,22,204,1211,1,1,0
"3832","6","Nrm1",1,36,203,1211,0.996594740284747,1,0
"3833","6","Nsa2",0,1,204,1213,1,1,0
"3834","6","Nsp1",1,7,203,1213,0.710688725391873,1,0
"3835","6","Nsr1",0,1,204,1213,1,1,0
"3836","6","Nup42",2,2,202,1213,0.101264314457332,1,0
"3837","6","Nut1",3,84,201,1206,0.999770103964509,1,0
"3838","6","Nut2",1,67,203,1210,0.999967424842914,1,0
"3839","6","Oaf3",0,7,204,1212,1,1,0
"3840","6","Orc1",0,9,204,1212,1,1,0
"3841","6","Orc2",1,22,203,1213,0.971147402219134,1,0
"3842","6","Orc4",0,34,204,1212,1,1,0
"3843","6","Orc5",0,22,204,1213,1,1,0
"3844","6","Orc6",0,29,204,1211,1,1,0
"3845","6","Otu1",0,3,204,1213,1,1,0
"3846","6","Paf1",0,119,204,1209,1,1,0
"3847","6","Pap1",5,155,199,1192,0.999998928360788,1,0
"3848","6","Pat1",0,8,204,1213,1,1,0
"3849","6","Pcf11",17,465,187,1124,0.999999999999423,1,0
"3850","6","Pcl9",2,5,202,1213,0.265050692099096,1,0
"3851","6","Pct1",0,1,204,1213,1,1,0
"3852","6","Pdc1",1,1,203,1213,0.267119094851655,1,0
"3853","6","Pdr1",3,56,201,1209,0.992754384442101,1,0
"3854","6","Pdr3",0,17,204,1211,1,1,0
"3855","6","Pgd1",2,50,202,1208,0.996601306197103,1,0
"3856","6","Phd1",0,58,204,1206,1,1,0
"3857","6","Pho2",0,5,204,1213,1,1,0
"3858","6","Pho23",0,7,204,1213,1,1,0
"3859","6","Pho4",0,1,204,1213,1,1,0
"3860","6","Pho80",0,5,204,1213,1,1,0
"3861","6","Pho85",0,5,204,1213,1,1,0
"3862","6","Pip2",0,7,204,1213,1,1,0
"3863","6","Plo1",0,2,204,1213,1,1,0
"3864","6","Plo2",0,8,204,1213,1,1,0
"3865","6","Plp1",0,7,204,1213,1,1,0
"3866","6","Pnc1",0,1,204,1213,1,1,0
"3867","6","Png1",0,7,204,1213,1,1,0
"3868","6","Pob3",2,286,202,1158,1,1,0
"3869","6","Pog1",0,3,204,1213,1,1,0
"3870","6","Pol1",0,1,204,1213,1,1,0
"3871","6","Pol2",0,3,204,1213,1,1,0
"3872","6","Pop2",0,6,204,1213,1,1,0
"3873","6","Pre2",0,2,204,1213,1,1,0
"3874","6","Pre8",0,3,204,1213,1,1,0
"3875","6","Prp4",0,29,204,1212,1,1,0
"3876","6","Prp45",1,31,203,1213,0.992673895253214,1,0
"3877","6","Prp46",0,32,204,1212,1,1,0
"3878","6","Prr2",0,1,204,1213,1,1,0
"3879","6","Pta1",0,1,204,1213,1,1,0
"3880","6","Ptc3",0,2,204,1213,1,1,0
"3881","6","Pub1",1,25,203,1213,0.981748355409106,1,0
"3882","6","Pup1",0,9,204,1213,1,1,0
"3883","6","Pus4",0,2,204,1213,1,1,0
"3884","6","Put3",0,19,204,1212,1,1,0
"3885","6","Pwp1",0,2,204,1213,1,1,0
"3886","6","Pzf1",0,4,204,1213,1,1,0
"3887","6","Qri1",0,3,204,1213,1,1,0
"3888","6","Qri8",0,7,204,1213,1,1,0
"3889","6","Rad3",87,2042,117,546,1,1,0
"3890","6","Rad30",0,2,204,1213,1,1,0
"3891","6","Rad50",0,3,204,1213,1,1,0
"3892","6","Rad51",0,3,204,1213,1,1,0
"3893","6","Rad54",0,2,204,1213,1,1,0
"3894","6","Rad55",0,4,204,1213,1,1,0
"3895","6","Rad6",0,48,204,1212,1,1,0
"3896","6","Rad9",0,17,204,1213,1,1,0
"3897","6","Rap1",1,94,203,1194,0.999999477328992,1,0
"3898","6","Rco1",0,2,204,1213,1,1,0
"3899","6","Rcs1",3,32,201,1209,0.891963114273859,1,0
"3900","6","Rdr1",1,1,203,1213,0.267119094851655,1,0
"3901","6","Rds2",0,4,204,1213,1,1,0
"3902","6","Reb1",16,304,188,1141,0.999999682349497,1,0
"3903","6","Ref2",13,369,191,1152,0.999999999976269,1,0
"3904","6","Reg1",1,2,203,1213,0.372480408911037,1,0
"3905","6","Ret1",0,28,204,1212,1,1,0
"3906","6","Rfa1",0,6,204,1213,1,1,0
"3907","6","Rfc1",0,7,204,1213,1,1,0
"3908","6","Rfc5",0,8,204,1213,1,1,0
"3909","6","Rfm1",0,1,204,1213,1,1,0
"3910","6","Rfx1",0,14,204,1212,1,1,0
"3911","6","Rgm1",0,40,204,1211,1,1,0
"3912","6","Rgr1",3,82,201,1203,0.999711821957288,1,0
"3913","6","Rgt1",0,12,204,1212,1,1,0
"3914","6","Rhr2",0,1,204,1213,1,1,0
"3915","6","Rib1",0,1,204,1213,1,1,0
"3916","6","Rif1",0,21,204,1212,1,1,0
"3917","6","Rif2",0,35,204,1209,1,1,0
"3918","6","Rim101",0,4,204,1213,1,1,0
"3919","6","RIM20",0,5,204,1213,1,1,0
"3920","6","Rio2",0,5,204,1213,1,1,0
"3921","6","Rlf2",0,6,204,1213,1,1,0
"3922","6","Rlm1",0,20,204,1211,1,1,0
"3923","6","Rlr1",0,13,204,1213,1,1,0
"3924","6","Rms1",0,1,204,1213,1,1,0
"3925","6","Rna14",22,541,182,1093,0.999999999999653,1,0
"3926","6","Rox1",0,62,204,1207,1,1,0
"3927","6","Rox3",5,46,199,1208,0.86340445798333,1,0
"3928","6","Rpa12",0,12,204,1213,1,1,0
"3929","6","Rpa135",0,8,204,1213,1,1,0
"3930","6","Rpa14",0,6,204,1213,1,1,0
"3931","6","Rpa190",0,8,204,1213,1,1,0
"3932","6","Rpa34",0,6,204,1213,1,1,0
"3933","6","Rpa43",0,2,204,1213,1,1,0
"3934","6","Rpa49",0,2,204,1213,1,1,0
"3935","6","RPB11",7,473,197,1108,1,1,0
"3936","6","Rpb2",11,635,193,1063,1,1,0
"3937","6","Rpb3",16,882,188,992,1,1,0
"3938","6","Rpb4",5,561,199,1089,1,1,0
"3939","6","Rpb7",7,580,197,1059,1,1,0
"3940","6","Rpb9",5,489,199,1102,1,1,0
"3941","6","Rpc17",0,24,204,1213,1,1,0
"3942","6","Rpc19",0,38,204,1213,1,1,0
"3943","6","Rpc25",0,33,204,1213,1,1,0
"3944","6","Rpc31",0,3,204,1213,1,1,0
"3945","6","Rpc34",1,29,203,1213,0.990072984321634,1,0
"3946","6","Rpc37",1,32,203,1212,0.993729351021818,1,0
"3947","6","RPC40",0,13,204,1213,1,1,0
"3948","6","Rpc53",0,15,204,1213,1,1,0
"3949","6","Rpc82",0,4,204,1213,1,1,0
"3950","6","Rpd3",0,14,204,1212,1,1,0
"3951","6","Rph1",0,19,204,1212,1,1,0
"3952","6","Rpn11",0,6,204,1213,1,1,0
"3953","6","Rpn4",4,37,200,1202,0.853930863893066,1,0
"3954","6","Rpo21",1,252,203,1167,1,1,0
"3955","6","Rpo31",1,31,203,1212,0.99270104524083,1,0
"3956","6","Rrd1",1,25,203,1212,0.98180357861568,1,0
"3957","6","Rrn10",0,9,204,1213,1,1,0
"3958","6","Rrn11",0,6,204,1213,1,1,0
"3959","6","Rrn5",0,4,204,1213,1,1,0
"3960","6","Rrn6",0,9,204,1213,1,1,0
"3961","6","Rrn7",0,5,204,1213,1,1,0
"3962","6","Rrn9",0,7,204,1213,1,1,0
"3963","6","Rrp4",0,2,204,1213,1,1,0
"3964","6","Rrp42",0,1,204,1213,1,1,0
"3965","6","Rsc1",5,152,199,1185,0.999998622338748,1,0
"3966","6","Rsc3",5,61,199,1207,0.963895873651706,1,0
"3967","6","Rsc30",0,1,204,1213,1,1,0
"3968","6","RSC4",0,3,204,1213,1,1,0
"3969","6","Rsc58",4,36,200,1209,0.837363801070129,1,0
"3970","6","Rsc6",3,12,201,1212,0.364509781441467,1,0
"3971","6","Rsc8",3,47,201,1205,0.979606067771744,1,0
"3972","6","Rsc9",3,11,201,1213,0.322579922886449,1,0
"3973","6","Rsp5",0,6,204,1213,1,1,0
"3974","6","Rtf1",0,80,204,1211,1,1,0
"3975","6","Rtg1",2,10,202,1213,0.529414918971193,1,0
"3976","6","Rtg2",0,1,204,1213,1,1,0
"3977","6","Rtg3",1,15,203,1212,0.915826357515088,1,0
"3978","6","Rtr1",0,43,204,1210,1,1,0
"3979","6","Rts2",0,7,204,1213,1,1,0
"3980","6","Rtt102",0,10,204,1212,1,1,0
"3981","6","Rtt103",10,171,194,1183,0.999869483105835,1,0
"3982","6","Rtt106",0,3,204,1213,1,1,0
"3983","6","Rtt109",0,1,204,1213,1,1,0
"3984","6","Rvb1",16,339,188,1101,0.999999994379674,1,0
"3985","6","Rvb2",0,3,204,1213,1,1,0
"3986","6","Rxt1",1,25,203,1211,0.981858718183952,1,0
"3987","6","Rxt2",4,47,200,1209,0.941847013424607,1,0
"3988","6","Rxt3",2,27,202,1212,0.93243890746126,1,0
"3989","6","Sap30",0,16,204,1213,1,1,0
"3990","6","Sas2",0,1,204,1213,1,1,0
"3991","6","Sas3",0,4,204,1213,1,1,0
"3992","6","Sas4",0,1,204,1213,1,1,0
"3993","6","Sas5",0,4,204,1213,1,1,0
"3994","6","Scc2",0,12,204,1212,1,1,0
"3995","6","Scc4",0,10,204,1213,1,1,0
"3996","6","Sda1",0,3,204,1213,1,1,0
"3997","6","Sdc1",1,54,203,1212,0.999771567253563,1,0
"3998","6","Sds3",0,7,204,1213,1,1,0
"3999","6","Sen1",3,279,201,1168,0.999999999999998,1,0
"4000","6","Ser2",0,1,204,1213,1,1,0
"4001","6","Set1",1,105,203,1211,0.999999872297013,1,0
